CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 5
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=0.974291 validation_micro_fmax=0.206884 valid_micro_fmax=0.206884
epoch=2 loss=0.777505 validation_micro_fmax=0.264840 valid_micro_fmax=0.264840
epoch=3 loss=0.642654 validation_micro_fmax=0.288082 valid_micro_fmax=0.288082
epoch=4 loss=0.462942 validation_micro_fmax=0.304955 valid_micro_fmax=0.304955
epoch=5 loss=0.291616 validation_micro_fmax=0.340885 valid_micro_fmax=0.340885
epoch=6 loss=0.180326 validation_micro_fmax=0.345894 valid_micro_fmax=0.345894
epoch=7 loss=0.120576 validation_micro_fmax=0.383494 valid_micro_fmax=0.383494
epoch=8 loss=0.082182 validation_micro_fmax=0.421673 valid_micro_fmax=0.421673
epoch=9 loss=0.060334 validation_micro_fmax=0.410845 valid_micro_fmax=0.410845
epoch=10 loss=0.047651 validation_micro_fmax=0.406972 valid_micro_fmax=0.406972
epoch=11 loss=0.038207 validation_micro_fmax=0.406558 valid_micro_fmax=0.406558
epoch=12 loss=0.029976 validation_micro_fmax=0.426961 valid_micro_fmax=0.426961
epoch=13 loss=0.025404 validation_micro_fmax=0.439221 valid_micro_fmax=0.439221
epoch=14 loss=0.022347 validation_micro_fmax=0.430576 valid_micro_fmax=0.430576
epoch=15 loss=0.017754 validation_micro_fmax=0.456479 valid_micro_fmax=0.456479
epoch=16 loss=0.015424 validation_micro_fmax=0.456816 valid_micro_fmax=0.456816
epoch=17 loss=0.014511 validation_micro_fmax=0.444962 valid_micro_fmax=0.444962
epoch=18 loss=0.014446 validation_micro_fmax=0.463619 valid_micro_fmax=0.463619
epoch=19 loss=0.012931 validation_micro_fmax=0.475987 valid_micro_fmax=0.475987
epoch=20 loss=0.010414 validation_micro_fmax=0.427393 valid_micro_fmax=0.427393
epoch=21 loss=0.009512 validation_micro_fmax=0.463721 valid_micro_fmax=0.463721
epoch=22 loss=0.011328 validation_micro_fmax=0.370999 valid_micro_fmax=0.370999
epoch=23 loss=0.022991 validation_micro_fmax=0.431067 valid_micro_fmax=0.431067
epoch=24 loss=0.010073 validation_micro_fmax=0.491588 valid_micro_fmax=0.491588
epoch=25 loss=0.006818 validation_micro_fmax=0.479975 valid_micro_fmax=0.479975
epoch=26 loss=0.005795 validation_micro_fmax=0.468308 valid_micro_fmax=0.468308
epoch=27 loss=0.005159 validation_micro_fmax=0.487094 valid_micro_fmax=0.487094
epoch=28 loss=0.004890 validation_micro_fmax=0.472925 valid_micro_fmax=0.472925
epoch=29 loss=0.004954 validation_micro_fmax=0.487654 valid_micro_fmax=0.487654
epoch=30 loss=0.004750 validation_micro_fmax=0.475611 valid_micro_fmax=0.475611
epoch=31 loss=0.004921 validation_micro_fmax=0.485263 valid_micro_fmax=0.485263
epoch=32 loss=0.010345 validation_micro_fmax=0.405517 valid_micro_fmax=0.405517
epoch=33 loss=0.021401 validation_micro_fmax=0.464055 valid_micro_fmax=0.464055
Early stopping after 33 epochs (patience=9)
GPU completion: NVIDIA L40S, 21217, 46068, 0
