CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 0
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=1.115231 validation_micro_fmax=0.107091 valid_micro_fmax=0.107091
epoch=2 loss=0.892553 validation_micro_fmax=0.137517 valid_micro_fmax=0.137517
epoch=3 loss=0.776590 validation_micro_fmax=0.137395 valid_micro_fmax=0.137395
epoch=4 loss=0.663526 validation_micro_fmax=0.171170 valid_micro_fmax=0.171170
epoch=5 loss=0.535090 validation_micro_fmax=0.191803 valid_micro_fmax=0.191803
epoch=6 loss=0.423857 validation_micro_fmax=0.224828 valid_micro_fmax=0.224828
epoch=7 loss=0.336708 validation_micro_fmax=0.247387 valid_micro_fmax=0.247387
epoch=8 loss=0.271032 validation_micro_fmax=0.279669 valid_micro_fmax=0.279669
epoch=9 loss=0.216398 validation_micro_fmax=0.310919 valid_micro_fmax=0.310919
epoch=10 loss=0.179307 validation_micro_fmax=0.330049 valid_micro_fmax=0.330049
epoch=11 loss=0.151536 validation_micro_fmax=0.355201 valid_micro_fmax=0.355201
epoch=12 loss=0.135139 validation_micro_fmax=0.374855 valid_micro_fmax=0.374855
epoch=13 loss=0.117860 validation_micro_fmax=0.363510 valid_micro_fmax=0.363510
epoch=14 loss=0.110274 validation_micro_fmax=0.374865 valid_micro_fmax=0.374865
epoch=15 loss=0.093028 validation_micro_fmax=0.374193 valid_micro_fmax=0.374193
epoch=16 loss=0.085136 validation_micro_fmax=0.351585 valid_micro_fmax=0.351585
epoch=17 loss=0.087443 validation_micro_fmax=0.383292 valid_micro_fmax=0.383292
epoch=18 loss=0.076373 validation_micro_fmax=0.376397 valid_micro_fmax=0.376397
epoch=19 loss=0.067765 validation_micro_fmax=0.393131 valid_micro_fmax=0.393131
epoch=20 loss=0.063807 validation_micro_fmax=0.399610 valid_micro_fmax=0.399610
epoch=21 loss=0.061699 validation_micro_fmax=0.385296 valid_micro_fmax=0.385296
epoch=22 loss=0.059658 validation_micro_fmax=0.389162 valid_micro_fmax=0.389162
epoch=23 loss=0.055383 validation_micro_fmax=0.394569 valid_micro_fmax=0.394569
epoch=24 loss=0.049194 validation_micro_fmax=0.412701 valid_micro_fmax=0.412701
epoch=25 loss=0.053202 validation_micro_fmax=0.394951 valid_micro_fmax=0.394951
epoch=26 loss=0.046385 validation_micro_fmax=0.381827 valid_micro_fmax=0.381827
epoch=27 loss=0.045138 validation_micro_fmax=0.402243 valid_micro_fmax=0.402243
epoch=28 loss=0.039796 validation_micro_fmax=0.401145 valid_micro_fmax=0.401145
epoch=29 loss=0.038569 validation_micro_fmax=0.407079 valid_micro_fmax=0.407079
epoch=30 loss=0.035730 validation_micro_fmax=0.394833 valid_micro_fmax=0.394833
epoch=31 loss=0.036597 validation_micro_fmax=0.398282 valid_micro_fmax=0.398282
epoch=32 loss=0.034783 validation_micro_fmax=0.391151 valid_micro_fmax=0.391151
epoch=33 loss=0.033291 validation_micro_fmax=0.403307 valid_micro_fmax=0.403307
Early stopping after 33 epochs (patience=9)
GPU completion: NVIDIA L40S, 14293, 46068, 0
