CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 1
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=0.298304 validation_micro_fmax=0.033684 valid_micro_fmax=0.033684
epoch=2 loss=0.171746 validation_micro_fmax=0.077359 valid_micro_fmax=0.077359
epoch=3 loss=0.108092 validation_micro_fmax=0.074492 valid_micro_fmax=0.074492
epoch=4 loss=0.085574 validation_micro_fmax=0.129073 valid_micro_fmax=0.129073
epoch=5 loss=0.060234 validation_micro_fmax=0.149156 valid_micro_fmax=0.149156
epoch=6 loss=0.049209 validation_micro_fmax=0.172822 valid_micro_fmax=0.172822
epoch=7 loss=0.043411 validation_micro_fmax=0.172784 valid_micro_fmax=0.172784
epoch=8 loss=0.035173 validation_micro_fmax=0.180821 valid_micro_fmax=0.180821
epoch=9 loss=0.035355 validation_micro_fmax=0.162807 valid_micro_fmax=0.162807
epoch=10 loss=0.029463 validation_micro_fmax=0.184775 valid_micro_fmax=0.184775
epoch=11 loss=0.032283 validation_micro_fmax=0.203809 valid_micro_fmax=0.203809
epoch=12 loss=0.029595 validation_micro_fmax=0.216057 valid_micro_fmax=0.216057
epoch=13 loss=0.023650 validation_micro_fmax=0.199746 valid_micro_fmax=0.199746
epoch=14 loss=0.022396 validation_micro_fmax=0.215415 valid_micro_fmax=0.215415
epoch=15 loss=0.021336 validation_micro_fmax=0.232280 valid_micro_fmax=0.232280
epoch=16 loss=0.027153 validation_micro_fmax=0.191590 valid_micro_fmax=0.191590
epoch=17 loss=0.020884 validation_micro_fmax=0.200184 valid_micro_fmax=0.200184
epoch=18 loss=0.026646 validation_micro_fmax=0.192283 valid_micro_fmax=0.192283
epoch=19 loss=0.030758 validation_micro_fmax=0.185215 valid_micro_fmax=0.185215
epoch=20 loss=0.025469 validation_micro_fmax=0.199630 valid_micro_fmax=0.199630
epoch=21 loss=0.028885 validation_micro_fmax=0.200477 valid_micro_fmax=0.200477
epoch=22 loss=0.018089 validation_micro_fmax=0.239988 valid_micro_fmax=0.239988
epoch=23 loss=0.015693 validation_micro_fmax=0.223242 valid_micro_fmax=0.223242
epoch=24 loss=0.015269 validation_micro_fmax=0.227604 valid_micro_fmax=0.227604
epoch=25 loss=0.028021 validation_micro_fmax=0.210624 valid_micro_fmax=0.210624
epoch=26 loss=0.015944 validation_micro_fmax=0.209745 valid_micro_fmax=0.209745
epoch=27 loss=0.018824 validation_micro_fmax=0.199698 valid_micro_fmax=0.199698
epoch=28 loss=0.014410 validation_micro_fmax=0.230183 valid_micro_fmax=0.230183
epoch=29 loss=0.014156 validation_micro_fmax=0.223209 valid_micro_fmax=0.223209
epoch=30 loss=0.016164 validation_micro_fmax=0.208921 valid_micro_fmax=0.208921
epoch=31 loss=0.014016 validation_micro_fmax=0.218231 valid_micro_fmax=0.218231
epoch=32 loss=0.019075 validation_micro_fmax=0.221708 valid_micro_fmax=0.221708
Early stopping after 32 epochs (patience=10)
GPU completion: NVIDIA L40S, 36149, 46068, 0
