CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 0
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=1.124183 validation_micro_fmax=0.112220 valid_micro_fmax=0.112220
epoch=2 loss=0.895133 validation_micro_fmax=0.113596 valid_micro_fmax=0.113596
epoch=3 loss=0.769354 validation_micro_fmax=0.138521 valid_micro_fmax=0.138521
epoch=4 loss=0.654697 validation_micro_fmax=0.151041 valid_micro_fmax=0.151041
epoch=5 loss=0.536838 validation_micro_fmax=0.202544 valid_micro_fmax=0.202544
epoch=6 loss=0.431466 validation_micro_fmax=0.247996 valid_micro_fmax=0.247996
epoch=7 loss=0.321254 validation_micro_fmax=0.279856 valid_micro_fmax=0.279856
epoch=8 loss=0.252587 validation_micro_fmax=0.298999 valid_micro_fmax=0.298999
epoch=9 loss=0.203435 validation_micro_fmax=0.330134 valid_micro_fmax=0.330134
epoch=10 loss=0.177963 validation_micro_fmax=0.353757 valid_micro_fmax=0.353757
epoch=11 loss=0.147496 validation_micro_fmax=0.357520 valid_micro_fmax=0.357520
epoch=12 loss=0.129934 validation_micro_fmax=0.372707 valid_micro_fmax=0.372707
epoch=13 loss=0.118355 validation_micro_fmax=0.405927 valid_micro_fmax=0.405927
epoch=14 loss=0.101338 validation_micro_fmax=0.376593 valid_micro_fmax=0.376593
epoch=15 loss=0.094412 validation_micro_fmax=0.386409 valid_micro_fmax=0.386409
epoch=16 loss=0.087341 validation_micro_fmax=0.389778 valid_micro_fmax=0.389778
epoch=17 loss=0.085449 validation_micro_fmax=0.397946 valid_micro_fmax=0.397946
epoch=18 loss=0.072706 validation_micro_fmax=0.402261 valid_micro_fmax=0.402261
epoch=19 loss=0.066211 validation_micro_fmax=0.380546 valid_micro_fmax=0.380546
epoch=20 loss=0.067906 validation_micro_fmax=0.391136 valid_micro_fmax=0.391136
epoch=21 loss=0.058213 validation_micro_fmax=0.405291 valid_micro_fmax=0.405291
epoch=22 loss=0.057539 validation_micro_fmax=0.405882 valid_micro_fmax=0.405882
Early stopping after 22 epochs (patience=9)
GPU completion: NVIDIA L40S, 16013, 46068, 0
