CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 5
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=0.999281 validation_micro_fmax=0.097424 valid_micro_fmax=0.097424
epoch=2 loss=0.823725 validation_micro_fmax=0.119608 valid_micro_fmax=0.119608
epoch=3 loss=0.770003 validation_micro_fmax=0.141306 valid_micro_fmax=0.141306
epoch=4 loss=0.736173 validation_micro_fmax=0.153070 valid_micro_fmax=0.153070
epoch=5 loss=0.709209 validation_micro_fmax=0.167125 valid_micro_fmax=0.167125
epoch=6 loss=0.683297 validation_micro_fmax=0.179775 valid_micro_fmax=0.179775
epoch=7 loss=0.653329 validation_micro_fmax=0.212310 valid_micro_fmax=0.212310
epoch=8 loss=0.618051 validation_micro_fmax=0.205351 valid_micro_fmax=0.205351
epoch=9 loss=0.577950 validation_micro_fmax=0.211321 valid_micro_fmax=0.211321
epoch=10 loss=0.534513 validation_micro_fmax=0.221636 valid_micro_fmax=0.221636
epoch=11 loss=0.487271 validation_micro_fmax=0.252493 valid_micro_fmax=0.252493
epoch=12 loss=0.436739 validation_micro_fmax=0.242958 valid_micro_fmax=0.242958
epoch=13 loss=0.386885 validation_micro_fmax=0.272974 valid_micro_fmax=0.272974
epoch=14 loss=0.335443 validation_micro_fmax=0.285970 valid_micro_fmax=0.285970
epoch=15 loss=0.287421 validation_micro_fmax=0.300475 valid_micro_fmax=0.300475
epoch=16 loss=0.242845 validation_micro_fmax=0.317502 valid_micro_fmax=0.317502
epoch=17 loss=0.202575 validation_micro_fmax=0.309932 valid_micro_fmax=0.309932
epoch=18 loss=0.168169 validation_micro_fmax=0.335426 valid_micro_fmax=0.335426
epoch=19 loss=0.140081 validation_micro_fmax=0.355464 valid_micro_fmax=0.355464
epoch=20 loss=0.115907 validation_micro_fmax=0.351009 valid_micro_fmax=0.351009
epoch=21 loss=0.096610 validation_micro_fmax=0.363859 valid_micro_fmax=0.363859
epoch=22 loss=0.080572 validation_micro_fmax=0.364640 valid_micro_fmax=0.364640
epoch=23 loss=0.067377 validation_micro_fmax=0.385222 valid_micro_fmax=0.385222
epoch=24 loss=0.057397 validation_micro_fmax=0.383611 valid_micro_fmax=0.383611
epoch=25 loss=0.048619 validation_micro_fmax=0.386717 valid_micro_fmax=0.386717
epoch=26 loss=0.041693 validation_micro_fmax=0.387195 valid_micro_fmax=0.387195
epoch=27 loss=0.035762 validation_micro_fmax=0.391512 valid_micro_fmax=0.391512
epoch=28 loss=0.030781 validation_micro_fmax=0.396445 valid_micro_fmax=0.396445
epoch=29 loss=0.028361 validation_micro_fmax=0.395820 valid_micro_fmax=0.395820
