CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 1
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=0.296758 validation_micro_fmax=0.039347 valid_micro_fmax=0.039347
epoch=2 loss=0.175790 validation_micro_fmax=0.081707 valid_micro_fmax=0.081707
epoch=3 loss=0.108082 validation_micro_fmax=0.110244 valid_micro_fmax=0.110244
epoch=4 loss=0.079514 validation_micro_fmax=0.106433 valid_micro_fmax=0.106433
epoch=5 loss=0.071586 validation_micro_fmax=0.133522 valid_micro_fmax=0.133522
epoch=6 loss=0.054170 validation_micro_fmax=0.141052 valid_micro_fmax=0.141052
epoch=7 loss=0.041203 validation_micro_fmax=0.184150 valid_micro_fmax=0.184150
epoch=8 loss=0.036476 validation_micro_fmax=0.186962 valid_micro_fmax=0.186962
epoch=9 loss=0.042183 validation_micro_fmax=0.149055 valid_micro_fmax=0.149055
epoch=10 loss=0.032726 validation_micro_fmax=0.156169 valid_micro_fmax=0.156169
epoch=11 loss=0.026519 validation_micro_fmax=0.196638 valid_micro_fmax=0.196638
epoch=12 loss=0.028068 validation_micro_fmax=0.179284 valid_micro_fmax=0.179284
epoch=13 loss=0.029291 validation_micro_fmax=0.197911 valid_micro_fmax=0.197911
epoch=14 loss=0.024924 validation_micro_fmax=0.180205 valid_micro_fmax=0.180205
epoch=15 loss=0.024058 validation_micro_fmax=0.217188 valid_micro_fmax=0.217188
epoch=16 loss=0.020676 validation_micro_fmax=0.224936 valid_micro_fmax=0.224936
epoch=17 loss=0.030315 validation_micro_fmax=0.187376 valid_micro_fmax=0.187376
epoch=18 loss=0.023298 validation_micro_fmax=0.224008 valid_micro_fmax=0.224008
epoch=19 loss=0.023793 validation_micro_fmax=0.177042 valid_micro_fmax=0.177042
epoch=20 loss=0.021565 validation_micro_fmax=0.201892 valid_micro_fmax=0.201892
epoch=21 loss=0.022277 validation_micro_fmax=0.216542 valid_micro_fmax=0.216542
epoch=22 loss=0.016939 validation_micro_fmax=0.242484 valid_micro_fmax=0.242484
epoch=23 loss=0.020644 validation_micro_fmax=0.240628 valid_micro_fmax=0.240628
epoch=24 loss=0.018613 validation_micro_fmax=0.210355 valid_micro_fmax=0.210355
epoch=25 loss=0.015366 validation_micro_fmax=0.242773 valid_micro_fmax=0.242773
epoch=26 loss=0.017896 validation_micro_fmax=0.166565 valid_micro_fmax=0.166565
epoch=27 loss=0.030771 validation_micro_fmax=0.220245 valid_micro_fmax=0.220245
epoch=28 loss=0.027300 validation_micro_fmax=0.180974 valid_micro_fmax=0.180974
epoch=29 loss=0.020450 validation_micro_fmax=0.212674 valid_micro_fmax=0.212674
epoch=30 loss=0.014366 validation_micro_fmax=0.218929 valid_micro_fmax=0.218929
epoch=31 loss=0.015790 validation_micro_fmax=0.230549 valid_micro_fmax=0.230549
epoch=32 loss=0.013238 validation_micro_fmax=0.255459 valid_micro_fmax=0.255459
epoch=33 loss=0.015724 validation_micro_fmax=0.216503 valid_micro_fmax=0.216503
epoch=34 loss=0.020429 validation_micro_fmax=0.231587 valid_micro_fmax=0.231587
epoch=35 loss=0.015337 validation_micro_fmax=0.244088 valid_micro_fmax=0.244088
epoch=36 loss=0.014266 validation_micro_fmax=0.242555 valid_micro_fmax=0.242555
epoch=37 loss=0.013703 validation_micro_fmax=0.219806 valid_micro_fmax=0.219806
epoch=38 loss=0.018986 validation_micro_fmax=0.165263 valid_micro_fmax=0.165263
epoch=39 loss=0.024726 validation_micro_fmax=0.189146 valid_micro_fmax=0.189146
epoch=40 loss=0.016839 validation_micro_fmax=0.188950 valid_micro_fmax=0.188950
epoch=41 loss=0.012877 validation_micro_fmax=0.211807 valid_micro_fmax=0.211807
epoch=42 loss=0.012287 validation_micro_fmax=0.211236 valid_micro_fmax=0.211236
Early stopping after 42 epochs (patience=10)
GPU completion: NVIDIA L40S, 34823, 46068, 0
