epoch=1 loss=1.074706 validation_macro_fmax=0.218392 validation_micro_fmax=0.076267
epoch=2 loss=0.857101 validation_macro_fmax=0.244475 validation_micro_fmax=0.111920
epoch=3 loss=0.768312 validation_macro_fmax=0.262820 validation_micro_fmax=0.148781
epoch=4 loss=0.701571 validation_macro_fmax=0.254176 validation_micro_fmax=0.154834
epoch=5 loss=0.622510 validation_macro_fmax=0.260612 validation_micro_fmax=0.223783
epoch=6 loss=0.515376 validation_macro_fmax=0.274196 validation_micro_fmax=0.226722
epoch=7 loss=0.411306 validation_macro_fmax=0.268359 validation_micro_fmax=0.238250
epoch=8 loss=0.315320 validation_macro_fmax=0.264072 validation_micro_fmax=0.193681
epoch=9 loss=0.245249 validation_macro_fmax=0.286069 validation_micro_fmax=0.308937
epoch=10 loss=0.193909 validation_macro_fmax=0.302767 validation_micro_fmax=0.326948
epoch=11 loss=0.158861 validation_macro_fmax=0.289643 validation_micro_fmax=0.330262
epoch=12 loss=0.132490 validation_macro_fmax=0.271496 validation_micro_fmax=0.283672
epoch=13 loss=0.111270 validation_macro_fmax=0.273799 validation_micro_fmax=0.314067
epoch=14 loss=0.089794 validation_macro_fmax=0.288894 validation_micro_fmax=0.304691
epoch=15 loss=0.080188 validation_macro_fmax=0.288975 validation_micro_fmax=0.308453
epoch=16 loss=0.068045 validation_macro_fmax=0.273263 validation_micro_fmax=0.300409
epoch=17 loss=0.066513 validation_macro_fmax=0.285024 validation_micro_fmax=0.308891
epoch=18 loss=0.058201 validation_macro_fmax=0.297127 validation_micro_fmax=0.328751
{"input_modality": "full", "model": "Hybrid_JK", "ontology": "biological_process", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.1483006144156694, "Macro_AUROC": 0.6498114414727802, "Macro_Fmax": 0.21820419939486496, "Micro_AUPRC": 0.1092554373820808, "Micro_AUROC": 0.7040940643308087, "Micro_Fmax": 0.1913759872523204, "Smin": 91.97794831776417}}
