CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 0
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=1.141168 valid_micro_fmax=0.021798
epoch=2 loss=0.987717 valid_micro_fmax=0.071798
epoch=3 loss=0.909014 valid_micro_fmax=0.080244
epoch=4 loss=0.858755 valid_micro_fmax=0.091957
epoch=5 loss=0.821996 valid_micro_fmax=0.107996
epoch=6 loss=0.794047 valid_micro_fmax=0.115432
epoch=7 loss=0.769626 valid_micro_fmax=0.104898
epoch=8 loss=0.747887 valid_micro_fmax=0.113390
epoch=9 loss=0.725483 valid_micro_fmax=0.137065
epoch=10 loss=0.700787 valid_micro_fmax=0.154057
epoch=11 loss=0.674568 valid_micro_fmax=0.144913
epoch=12 loss=0.645133 valid_micro_fmax=0.178568
epoch=13 loss=0.612042 valid_micro_fmax=0.185361
epoch=14 loss=0.574720 valid_micro_fmax=0.221487
epoch=15 loss=0.532113 valid_micro_fmax=0.219204
epoch=16 loss=0.487224 valid_micro_fmax=0.239276
epoch=17 loss=0.437930 valid_micro_fmax=0.238951
epoch=18 loss=0.389034 valid_micro_fmax=0.246403
epoch=19 loss=0.340836 valid_micro_fmax=0.250767
epoch=20 loss=0.294971 valid_micro_fmax=0.280611
epoch=21 loss=0.253254 valid_micro_fmax=0.273180
epoch=22 loss=0.215786 valid_micro_fmax=0.285690
epoch=23 loss=0.184416 valid_micro_fmax=0.295589
epoch=24 loss=0.156717 valid_micro_fmax=0.279077
epoch=25 loss=0.133186 valid_micro_fmax=0.298218
epoch=26 loss=0.114177 valid_micro_fmax=0.305264
epoch=27 loss=0.098569 valid_micro_fmax=0.308815
epoch=28 loss=0.085529 valid_micro_fmax=0.301418
epoch=29 loss=0.074568 valid_micro_fmax=0.316974
epoch=30 loss=0.065448 valid_micro_fmax=0.320273
epoch=31 loss=0.056206 valid_micro_fmax=0.313876
epoch=32 loss=0.051066 valid_micro_fmax=0.310132
epoch=33 loss=0.044071 valid_micro_fmax=0.320007
epoch=34 loss=0.039462 valid_micro_fmax=0.307360
epoch=35 loss=0.036291 valid_micro_fmax=0.274160
epoch=36 loss=0.032268 valid_micro_fmax=0.316512
epoch=37 loss=0.028831 valid_micro_fmax=0.319367
epoch=38 loss=0.025882 valid_micro_fmax=0.314229
epoch=39 loss=0.023552 valid_micro_fmax=0.320543
epoch=40 loss=0.021469 valid_micro_fmax=0.323217
epoch=41 loss=0.019713 valid_micro_fmax=0.322642
epoch=42 loss=0.018096 valid_micro_fmax=0.324020
epoch=43 loss=0.016216 valid_micro_fmax=0.322531
epoch=44 loss=0.015264 valid_micro_fmax=0.319955
epoch=45 loss=0.014294 valid_micro_fmax=0.307273
epoch=46 loss=0.013057 valid_micro_fmax=0.326632
epoch=47 loss=0.011487 valid_micro_fmax=0.324095
epoch=48 loss=0.010942 valid_micro_fmax=0.325561
epoch=49 loss=0.011034 valid_micro_fmax=0.328122
epoch=50 loss=0.009890 valid_micro_fmax=0.336616
epoch=51 loss=0.010098 valid_micro_fmax=0.314396
epoch=52 loss=0.008472 valid_micro_fmax=0.320968
epoch=53 loss=0.008307 valid_micro_fmax=0.320322
epoch=54 loss=0.007362 valid_micro_fmax=0.329245
epoch=55 loss=0.007302 valid_micro_fmax=0.315763
epoch=56 loss=0.006336 valid_micro_fmax=0.338175
epoch=57 loss=0.006070 valid_micro_fmax=0.334161
epoch=58 loss=0.006122 valid_micro_fmax=0.325032
epoch=59 loss=0.005529 valid_micro_fmax=0.331736
epoch=60 loss=0.005183 valid_micro_fmax=0.332555
epoch=61 loss=0.005173 valid_micro_fmax=0.331523
epoch=62 loss=0.004708 valid_micro_fmax=0.313390
epoch=63 loss=0.004344 valid_micro_fmax=0.324830
epoch=64 loss=0.004322 valid_micro_fmax=0.319599
epoch=65 loss=0.003992 valid_micro_fmax=0.301461
Early stopping after 65 epochs (patience=9)
GPU completion: NVIDIA L40S, 39539, 46068, 0
