epoch=1 loss=1.079530 validation_macro_fmax=0.203997 validation_micro_fmax=0.079417
epoch=2 loss=0.854470 validation_macro_fmax=0.227327 validation_micro_fmax=0.120015
epoch=3 loss=0.768169 validation_macro_fmax=0.247072 validation_micro_fmax=0.144725
epoch=4 loss=0.698240 validation_macro_fmax=0.254472 validation_micro_fmax=0.154159
epoch=5 loss=0.616648 validation_macro_fmax=0.263448 validation_micro_fmax=0.202685
epoch=6 loss=0.513193 validation_macro_fmax=0.261293 validation_micro_fmax=0.223468
epoch=7 loss=0.409103 validation_macro_fmax=0.274642 validation_micro_fmax=0.220599
epoch=8 loss=0.318199 validation_macro_fmax=0.272627 validation_micro_fmax=0.259378
epoch=9 loss=0.249078 validation_macro_fmax=0.264856 validation_micro_fmax=0.295739
epoch=10 loss=0.186415 validation_macro_fmax=0.283272 validation_micro_fmax=0.288231
epoch=11 loss=0.157424 validation_macro_fmax=0.270089 validation_micro_fmax=0.273274
epoch=12 loss=0.128908 validation_macro_fmax=0.281463 validation_micro_fmax=0.290936
epoch=13 loss=0.105849 validation_macro_fmax=0.277699 validation_micro_fmax=0.324135
epoch=14 loss=0.095455 validation_macro_fmax=0.282938 validation_micro_fmax=0.320593
epoch=15 loss=0.083977 validation_macro_fmax=0.301598 validation_micro_fmax=0.335740
epoch=16 loss=0.074850 validation_macro_fmax=0.289234 validation_micro_fmax=0.324786
epoch=17 loss=0.078560 validation_macro_fmax=0.298461 validation_micro_fmax=0.317520
epoch=18 loss=0.071388 validation_macro_fmax=0.293083 validation_micro_fmax=0.313154
epoch=19 loss=0.054584 validation_macro_fmax=0.285393 validation_micro_fmax=0.314446
epoch=20 loss=0.047105 validation_macro_fmax=0.279636 validation_micro_fmax=0.334742
epoch=21 loss=0.057095 validation_macro_fmax=0.308046 validation_micro_fmax=0.336938
epoch=22 loss=0.044512 validation_macro_fmax=0.306531 validation_micro_fmax=0.342595
epoch=23 loss=0.042119 validation_macro_fmax=0.293073 validation_micro_fmax=0.335310
epoch=24 loss=0.035021 validation_macro_fmax=0.291455 validation_micro_fmax=0.342064
epoch=25 loss=0.027806 validation_macro_fmax=0.294862 validation_micro_fmax=0.339980
epoch=26 loss=0.037335 validation_macro_fmax=0.285718 validation_micro_fmax=0.335955
epoch=27 loss=0.034032 validation_macro_fmax=0.276167 validation_micro_fmax=0.327210
epoch=28 loss=0.028671 validation_macro_fmax=0.265716 validation_micro_fmax=0.333717
epoch=29 loss=0.040581 validation_macro_fmax=0.281980 validation_micro_fmax=0.324762
{"input_modality": "full", "model": "Hybrid_JK", "ontology": "biological_process", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.1579588872428294, "Macro_AUROC": 0.6143744815362263, "Macro_Fmax": 0.22209178251688053, "Micro_AUPRC": 0.14199356182811962, "Micro_AUROC": 0.7153925957364143, "Micro_Fmax": 0.2397375504229089, "Smin": 88.80895977186299}}
