epoch=1 loss=1.012244 validation_macro_fmax=0.225352 validation_micro_fmax=0.137095
epoch=2 loss=0.798561 validation_macro_fmax=0.255159 validation_micro_fmax=0.206897
epoch=3 loss=0.725537 validation_macro_fmax=0.279331 validation_micro_fmax=0.217669
epoch=4 loss=0.655433 validation_macro_fmax=0.318013 validation_micro_fmax=0.215261
epoch=5 loss=0.555833 validation_macro_fmax=0.317796 validation_micro_fmax=0.213573
epoch=6 loss=0.434803 validation_macro_fmax=0.321580 validation_micro_fmax=0.258899
epoch=7 loss=0.321286 validation_macro_fmax=0.344883 validation_micro_fmax=0.269021
epoch=8 loss=0.230147 validation_macro_fmax=0.346310 validation_micro_fmax=0.288994
epoch=9 loss=0.165157 validation_macro_fmax=0.355885 validation_micro_fmax=0.279708
epoch=10 loss=0.121111 validation_macro_fmax=0.371807 validation_micro_fmax=0.299736
epoch=11 loss=0.090937 validation_macro_fmax=0.370873 validation_micro_fmax=0.295845
epoch=12 loss=0.071221 validation_macro_fmax=0.347794 validation_micro_fmax=0.313083
epoch=13 loss=0.055903 validation_macro_fmax=0.375095 validation_micro_fmax=0.312859
epoch=14 loss=0.045094 validation_macro_fmax=0.374808 validation_micro_fmax=0.339459
epoch=15 loss=0.037045 validation_macro_fmax=0.374297 validation_micro_fmax=0.318745
epoch=16 loss=0.031128 validation_macro_fmax=0.381732 validation_micro_fmax=0.341056
epoch=17 loss=0.026675 validation_macro_fmax=0.351378 validation_micro_fmax=0.334496
epoch=18 loss=0.022145 validation_macro_fmax=0.364340 validation_micro_fmax=0.359768
epoch=19 loss=0.019315 validation_macro_fmax=0.350300 validation_micro_fmax=0.349223
epoch=20 loss=0.016852 validation_macro_fmax=0.377757 validation_micro_fmax=0.380194
epoch=21 loss=0.014955 validation_macro_fmax=0.350327 validation_micro_fmax=0.336817
epoch=22 loss=0.013345 validation_macro_fmax=0.370757 validation_micro_fmax=0.377539
epoch=23 loss=0.012047 validation_macro_fmax=0.358740 validation_micro_fmax=0.379853
epoch=24 loss=0.011367 validation_macro_fmax=0.359723 validation_micro_fmax=0.355133
{"input_modality": "full", "model": "Hybrid", "ontology": "molecular_function", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.29114068622803946, "Macro_AUROC": 0.7151423566359604, "Macro_Fmax": 0.35010685362872945, "Micro_AUPRC": 0.3160700737544051, "Micro_AUROC": 0.8181191760190752, "Micro_Fmax": 0.4549147034437644, "Smin": 18.508725806487952}}
