epoch=1 loss=1.220199 validation_macro_fmax=0.161863 validation_micro_fmax=0.035724
epoch=2 loss=1.092455 validation_macro_fmax=0.165143 validation_micro_fmax=0.034548
epoch=3 loss=0.951105 validation_macro_fmax=0.176618 validation_micro_fmax=0.033231
epoch=4 loss=0.829310 validation_macro_fmax=0.186734 validation_micro_fmax=0.042460
epoch=5 loss=0.738088 validation_macro_fmax=0.192287 validation_micro_fmax=0.037945
epoch=6 loss=0.661111 validation_macro_fmax=0.209723 validation_micro_fmax=0.046551
epoch=7 loss=0.590347 validation_macro_fmax=0.216309 validation_micro_fmax=0.057939
epoch=8 loss=0.537413 validation_macro_fmax=0.220402 validation_micro_fmax=0.051397
epoch=9 loss=0.486649 validation_macro_fmax=0.215154 validation_micro_fmax=0.048539
epoch=10 loss=0.446167 validation_macro_fmax=0.226315 validation_micro_fmax=0.066399
epoch=11 loss=0.410431 validation_macro_fmax=0.224127 validation_micro_fmax=0.061648
epoch=12 loss=0.382358 validation_macro_fmax=0.224719 validation_micro_fmax=0.072718
epoch=13 loss=0.359638 validation_macro_fmax=0.229343 validation_micro_fmax=0.072492
epoch=14 loss=0.338417 validation_macro_fmax=0.230231 validation_micro_fmax=0.073168
epoch=15 loss=0.320330 validation_macro_fmax=0.230777 validation_micro_fmax=0.073188
epoch=16 loss=0.304888 validation_macro_fmax=0.232040 validation_micro_fmax=0.079634
epoch=17 loss=0.291113 validation_macro_fmax=0.234007 validation_micro_fmax=0.079705
epoch=18 loss=0.278318 validation_macro_fmax=0.235082 validation_micro_fmax=0.080736
epoch=19 loss=0.270383 validation_macro_fmax=0.242853 validation_micro_fmax=0.084486
epoch=20 loss=0.257796 validation_macro_fmax=0.242457 validation_micro_fmax=0.075778
epoch=21 loss=0.249342 validation_macro_fmax=0.247149 validation_micro_fmax=0.083815
epoch=22 loss=0.240926 validation_macro_fmax=0.244153 validation_micro_fmax=0.079800
epoch=23 loss=0.235732 validation_macro_fmax=0.249100 validation_micro_fmax=0.082141
epoch=24 loss=0.227760 validation_macro_fmax=0.239389 validation_micro_fmax=0.080229
epoch=25 loss=0.223026 validation_macro_fmax=0.243636 validation_micro_fmax=0.078237
epoch=26 loss=0.216172 validation_macro_fmax=0.245684 validation_micro_fmax=0.072558
epoch=27 loss=0.210150 validation_macro_fmax=0.247619 validation_micro_fmax=0.085995
epoch=28 loss=0.206309 validation_macro_fmax=0.245622 validation_micro_fmax=0.080475
epoch=29 loss=0.199172 validation_macro_fmax=0.243987 validation_micro_fmax=0.079310
epoch=30 loss=0.196046 validation_macro_fmax=0.248026 validation_micro_fmax=0.080777
epoch=31 loss=0.189780 validation_macro_fmax=0.246748 validation_micro_fmax=0.079282
{"input_modality": "seq_only", "model": "GCN", "ontology": "biological_process", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.16492084310107163, "Macro_AUROC": 0.7138271157000315, "Macro_Fmax": 0.26173147727043744, "Micro_AUPRC": 0.050640373200525585, "Micro_AUROC": 0.8007527004565023, "Micro_Fmax": 0.11218388119113622, "Smin": 100.1449383038526}}
