CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 5
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=1.180963 validation_micro_fmax=0.022191 valid_micro_fmax=0.022191
epoch=2 loss=1.008281 validation_micro_fmax=0.063050 valid_micro_fmax=0.063050
epoch=3 loss=0.893537 validation_micro_fmax=0.077899 valid_micro_fmax=0.077899
epoch=4 loss=0.797049 validation_micro_fmax=0.089022 valid_micro_fmax=0.089022
epoch=5 loss=0.698099 validation_micro_fmax=0.115926 valid_micro_fmax=0.115926
epoch=6 loss=0.601748 validation_micro_fmax=0.110433 valid_micro_fmax=0.110433
epoch=7 loss=0.501492 validation_micro_fmax=0.126035 valid_micro_fmax=0.126035
epoch=8 loss=0.420092 validation_micro_fmax=0.132918 valid_micro_fmax=0.132918
epoch=9 loss=0.355315 validation_micro_fmax=0.139622 valid_micro_fmax=0.139622
epoch=10 loss=0.304392 validation_micro_fmax=0.144985 valid_micro_fmax=0.144985
epoch=11 loss=0.263194 validation_micro_fmax=0.143859 valid_micro_fmax=0.143859
epoch=12 loss=0.232808 validation_micro_fmax=0.150966 valid_micro_fmax=0.150966
epoch=13 loss=0.207529 validation_micro_fmax=0.143266 valid_micro_fmax=0.143266
epoch=14 loss=0.192372 validation_micro_fmax=0.144585 valid_micro_fmax=0.144585
epoch=15 loss=0.180490 validation_micro_fmax=0.151571 valid_micro_fmax=0.151571
epoch=16 loss=0.164212 validation_micro_fmax=0.154512 valid_micro_fmax=0.154512
epoch=17 loss=0.151339 validation_micro_fmax=0.146535 valid_micro_fmax=0.146535
epoch=18 loss=0.140756 validation_micro_fmax=0.174429 valid_micro_fmax=0.174429
epoch=19 loss=0.132304 validation_micro_fmax=0.174594 valid_micro_fmax=0.174594
epoch=20 loss=0.118268 validation_micro_fmax=0.161189 valid_micro_fmax=0.161189
epoch=21 loss=0.123129 validation_micro_fmax=0.159340 valid_micro_fmax=0.159340
epoch=22 loss=0.112907 validation_micro_fmax=0.191078 valid_micro_fmax=0.191078
epoch=23 loss=0.108110 validation_micro_fmax=0.170467 valid_micro_fmax=0.170467
epoch=24 loss=0.110680 validation_micro_fmax=0.191673 valid_micro_fmax=0.191673
epoch=25 loss=0.104761 validation_micro_fmax=0.178347 valid_micro_fmax=0.178347
epoch=26 loss=0.095962 validation_micro_fmax=0.195414 valid_micro_fmax=0.195414
epoch=27 loss=0.099973 validation_micro_fmax=0.173155 valid_micro_fmax=0.173155
epoch=28 loss=0.093275 validation_micro_fmax=0.192796 valid_micro_fmax=0.192796
epoch=29 loss=0.090509 validation_micro_fmax=0.187448 valid_micro_fmax=0.187448
epoch=30 loss=0.081944 validation_micro_fmax=0.188415 valid_micro_fmax=0.188415
epoch=31 loss=0.085316 validation_micro_fmax=0.184999 valid_micro_fmax=0.184999
epoch=32 loss=0.078240 validation_micro_fmax=0.201515 valid_micro_fmax=0.201515
epoch=33 loss=0.077216 validation_micro_fmax=0.186694 valid_micro_fmax=0.186694
epoch=34 loss=0.079896 validation_micro_fmax=0.191850 valid_micro_fmax=0.191850
epoch=35 loss=0.084091 validation_micro_fmax=0.198164 valid_micro_fmax=0.198164
epoch=36 loss=0.078660 validation_micro_fmax=0.192222 valid_micro_fmax=0.192222
epoch=37 loss=0.073127 validation_micro_fmax=0.189210 valid_micro_fmax=0.189210
epoch=38 loss=0.074164 validation_micro_fmax=0.188198 valid_micro_fmax=0.188198
epoch=39 loss=0.067701 validation_micro_fmax=0.202030 valid_micro_fmax=0.202030
epoch=40 loss=0.067102 validation_micro_fmax=0.197559 valid_micro_fmax=0.197559
epoch=41 loss=0.068269 validation_micro_fmax=0.201751 valid_micro_fmax=0.201751
epoch=42 loss=0.063116 validation_micro_fmax=0.187898 valid_micro_fmax=0.187898
epoch=43 loss=0.068190 validation_micro_fmax=0.208754 valid_micro_fmax=0.208754
epoch=44 loss=0.060063 validation_micro_fmax=0.198890 valid_micro_fmax=0.198890
epoch=45 loss=0.058564 validation_micro_fmax=0.201878 valid_micro_fmax=0.201878
epoch=46 loss=0.063626 validation_micro_fmax=0.198106 valid_micro_fmax=0.198106
epoch=47 loss=0.061483 validation_micro_fmax=0.203106 valid_micro_fmax=0.203106
epoch=48 loss=0.060318 validation_micro_fmax=0.214962 valid_micro_fmax=0.214962
epoch=49 loss=0.055769 validation_micro_fmax=0.216271 valid_micro_fmax=0.216271
epoch=50 loss=0.059252 validation_micro_fmax=0.195015 valid_micro_fmax=0.195015
epoch=51 loss=0.061751 validation_micro_fmax=0.226200 valid_micro_fmax=0.226200
epoch=52 loss=0.057319 validation_micro_fmax=0.212350 valid_micro_fmax=0.212350
epoch=53 loss=0.050319 validation_micro_fmax=0.214763 valid_micro_fmax=0.214763
epoch=54 loss=0.061002 validation_micro_fmax=0.208030 valid_micro_fmax=0.208030
epoch=55 loss=0.056832 validation_micro_fmax=0.194645 valid_micro_fmax=0.194645
epoch=56 loss=0.058661 validation_micro_fmax=0.194424 valid_micro_fmax=0.194424
epoch=57 loss=0.050017 validation_micro_fmax=0.221182 valid_micro_fmax=0.221182
epoch=58 loss=0.057956 validation_micro_fmax=0.201672 valid_micro_fmax=0.201672
epoch=59 loss=0.047622 validation_micro_fmax=0.207026 valid_micro_fmax=0.207026
epoch=60 loss=0.056852 validation_micro_fmax=0.207543 valid_micro_fmax=0.207543
Early stopping after 60 epochs (patience=9)
GPU completion: NVIDIA L40S, 15443, 46068, 0
