CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 0
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=0.904555 validation_micro_fmax=0.129340 valid_micro_fmax=0.129340
epoch=2 loss=0.477670 validation_micro_fmax=0.170680 valid_micro_fmax=0.170680
epoch=3 loss=0.220979 validation_micro_fmax=0.188603 valid_micro_fmax=0.188603
epoch=4 loss=0.127616 validation_micro_fmax=0.185385 valid_micro_fmax=0.185385
epoch=5 loss=0.082934 validation_micro_fmax=0.190686 valid_micro_fmax=0.190686
epoch=6 loss=0.056537 validation_micro_fmax=0.196860 valid_micro_fmax=0.196860
epoch=7 loss=0.041667 validation_micro_fmax=0.204975 valid_micro_fmax=0.204975
epoch=8 loss=0.034521 validation_micro_fmax=0.222245 valid_micro_fmax=0.222245
epoch=9 loss=0.026779 validation_micro_fmax=0.228902 valid_micro_fmax=0.228902
epoch=10 loss=0.022704 validation_micro_fmax=0.237254 valid_micro_fmax=0.237254
epoch=11 loss=0.021902 validation_micro_fmax=0.274701 valid_micro_fmax=0.274701
epoch=12 loss=0.019781 validation_micro_fmax=0.221621 valid_micro_fmax=0.221621
epoch=13 loss=0.016798 validation_micro_fmax=0.232576 valid_micro_fmax=0.232576
epoch=14 loss=0.016012 validation_micro_fmax=0.258073 valid_micro_fmax=0.258073
epoch=15 loss=0.014438 validation_micro_fmax=0.242358 valid_micro_fmax=0.242358
epoch=16 loss=0.012487 validation_micro_fmax=0.233480 valid_micro_fmax=0.233480
epoch=17 loss=0.014451 validation_micro_fmax=0.236263 valid_micro_fmax=0.236263
epoch=18 loss=0.011464 validation_micro_fmax=0.255614 valid_micro_fmax=0.255614
epoch=19 loss=0.009709 validation_micro_fmax=0.253574 valid_micro_fmax=0.253574
Early stopping after 19 epochs (patience=8)
GPU completion: NVIDIA L40S, 29825, 46068, 0
