CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 5
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=0.982947 validation_micro_fmax=0.185250 valid_micro_fmax=0.185250
epoch=2 loss=0.785923 validation_micro_fmax=0.239238 valid_micro_fmax=0.239238
epoch=3 loss=0.656213 validation_micro_fmax=0.261532 valid_micro_fmax=0.261532
epoch=4 loss=0.477098 validation_micro_fmax=0.302750 valid_micro_fmax=0.302750
epoch=5 loss=0.306023 validation_micro_fmax=0.324070 valid_micro_fmax=0.324070
epoch=6 loss=0.191418 validation_micro_fmax=0.329002 valid_micro_fmax=0.329002
epoch=7 loss=0.123623 validation_micro_fmax=0.357376 valid_micro_fmax=0.357376
epoch=8 loss=0.086744 validation_micro_fmax=0.352259 valid_micro_fmax=0.352259
epoch=9 loss=0.063932 validation_micro_fmax=0.375160 valid_micro_fmax=0.375160
epoch=10 loss=0.048012 validation_micro_fmax=0.411077 valid_micro_fmax=0.411077
epoch=11 loss=0.038018 validation_micro_fmax=0.382325 valid_micro_fmax=0.382325
epoch=12 loss=0.031927 validation_micro_fmax=0.392490 valid_micro_fmax=0.392490
epoch=13 loss=0.027522 validation_micro_fmax=0.434708 valid_micro_fmax=0.434708
epoch=14 loss=0.024170 validation_micro_fmax=0.416554 valid_micro_fmax=0.416554
epoch=15 loss=0.020832 validation_micro_fmax=0.422208 valid_micro_fmax=0.422208
epoch=16 loss=0.016074 validation_micro_fmax=0.435580 valid_micro_fmax=0.435580
epoch=17 loss=0.015135 validation_micro_fmax=0.427235 valid_micro_fmax=0.427235
epoch=18 loss=0.029611 validation_micro_fmax=0.424850 valid_micro_fmax=0.424850
epoch=19 loss=0.013583 validation_micro_fmax=0.423782 valid_micro_fmax=0.423782
epoch=20 loss=0.010893 validation_micro_fmax=0.437186 valid_micro_fmax=0.437186
epoch=21 loss=0.009004 validation_micro_fmax=0.440075 valid_micro_fmax=0.440075
epoch=22 loss=0.007660 validation_micro_fmax=0.462308 valid_micro_fmax=0.462308
epoch=23 loss=0.007842 validation_micro_fmax=0.453298 valid_micro_fmax=0.453298
epoch=24 loss=0.009824 validation_micro_fmax=0.454502 valid_micro_fmax=0.454502
epoch=25 loss=0.009038 validation_micro_fmax=0.380995 valid_micro_fmax=0.380995
epoch=26 loss=0.016115 validation_micro_fmax=0.472437 valid_micro_fmax=0.472437
epoch=27 loss=0.009349 validation_micro_fmax=0.473126 valid_micro_fmax=0.473126
epoch=28 loss=0.006314 validation_micro_fmax=0.473739 valid_micro_fmax=0.473739
epoch=29 loss=0.005602 validation_micro_fmax=0.464278 valid_micro_fmax=0.464278
epoch=30 loss=0.005657 validation_micro_fmax=0.466840 valid_micro_fmax=0.466840
epoch=31 loss=0.006184 validation_micro_fmax=0.438506 valid_micro_fmax=0.438506
epoch=32 loss=0.004853 validation_micro_fmax=0.469697 valid_micro_fmax=0.469697
epoch=33 loss=0.004228 validation_micro_fmax=0.470116 valid_micro_fmax=0.470116
epoch=34 loss=0.003986 validation_micro_fmax=0.451250 valid_micro_fmax=0.451250
epoch=35 loss=0.003869 validation_micro_fmax=0.438239 valid_micro_fmax=0.438239
epoch=36 loss=0.003963 validation_micro_fmax=0.482426 valid_micro_fmax=0.482426
epoch=37 loss=0.026032 validation_micro_fmax=0.413078 valid_micro_fmax=0.413078
epoch=38 loss=0.008414 validation_micro_fmax=0.452203 valid_micro_fmax=0.452203
epoch=39 loss=0.005172 validation_micro_fmax=0.462781 valid_micro_fmax=0.462781
epoch=40 loss=0.004075 validation_micro_fmax=0.449535 valid_micro_fmax=0.449535
epoch=41 loss=0.004132 validation_micro_fmax=0.444339 valid_micro_fmax=0.444339
epoch=42 loss=0.003256 validation_micro_fmax=0.461008 valid_micro_fmax=0.461008
epoch=43 loss=0.002958 validation_micro_fmax=0.478536 valid_micro_fmax=0.478536
epoch=44 loss=0.002696 validation_micro_fmax=0.459582 valid_micro_fmax=0.459582
epoch=45 loss=0.002446 validation_micro_fmax=0.458931 valid_micro_fmax=0.458931
Early stopping after 45 epochs (patience=9)
GPU completion: NVIDIA L40S, 38401, 46068, 0
