CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 0
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=1.171368 validation_micro_fmax=0.014836 valid_micro_fmax=0.014836
epoch=2 loss=1.028800 validation_micro_fmax=0.026925 valid_micro_fmax=0.026925
epoch=3 loss=0.944836 validation_micro_fmax=0.041410 valid_micro_fmax=0.041410
epoch=4 loss=0.890076 validation_micro_fmax=0.065807 valid_micro_fmax=0.065807
epoch=5 loss=0.851568 validation_micro_fmax=0.094955 valid_micro_fmax=0.094955
epoch=6 loss=0.823565 validation_micro_fmax=0.108604 valid_micro_fmax=0.108604
epoch=7 loss=0.802175 validation_micro_fmax=0.133647 valid_micro_fmax=0.133647
epoch=8 loss=0.784145 validation_micro_fmax=0.151230 valid_micro_fmax=0.151230
epoch=9 loss=0.773130 validation_micro_fmax=0.150895 valid_micro_fmax=0.150895
epoch=10 loss=0.756729 validation_micro_fmax=0.155927 valid_micro_fmax=0.155927
epoch=11 loss=0.746808 validation_micro_fmax=0.160290 valid_micro_fmax=0.160290
epoch=12 loss=0.737435 validation_micro_fmax=0.161093 valid_micro_fmax=0.161093
epoch=13 loss=0.728392 validation_micro_fmax=0.171109 valid_micro_fmax=0.171109
epoch=14 loss=0.720216 validation_micro_fmax=0.168310 valid_micro_fmax=0.168310
epoch=15 loss=0.711143 validation_micro_fmax=0.179458 valid_micro_fmax=0.179458
epoch=16 loss=0.702144 validation_micro_fmax=0.182400 valid_micro_fmax=0.182400
epoch=17 loss=0.693229 validation_micro_fmax=0.183643 valid_micro_fmax=0.183643
epoch=18 loss=0.683194 validation_micro_fmax=0.180797 valid_micro_fmax=0.180797
epoch=19 loss=0.672951 validation_micro_fmax=0.181268 valid_micro_fmax=0.181268
epoch=20 loss=0.662457 validation_micro_fmax=0.184552 valid_micro_fmax=0.184552
epoch=21 loss=0.651141 validation_micro_fmax=0.187598 valid_micro_fmax=0.187598
epoch=22 loss=0.639579 validation_micro_fmax=0.194294 valid_micro_fmax=0.194294
epoch=23 loss=0.627585 validation_micro_fmax=0.193553 valid_micro_fmax=0.193553
epoch=24 loss=0.614506 validation_micro_fmax=0.197347 valid_micro_fmax=0.197347
epoch=25 loss=0.601578 validation_micro_fmax=0.199481 valid_micro_fmax=0.199481
epoch=26 loss=0.587696 validation_micro_fmax=0.191804 valid_micro_fmax=0.191804
epoch=27 loss=0.574382 validation_micro_fmax=0.196083 valid_micro_fmax=0.196083
epoch=28 loss=0.558676 validation_micro_fmax=0.215346 valid_micro_fmax=0.215346
epoch=29 loss=0.543862 validation_micro_fmax=0.205417 valid_micro_fmax=0.205417
epoch=30 loss=0.528247 validation_micro_fmax=0.208503 valid_micro_fmax=0.208503
epoch=31 loss=0.511949 validation_micro_fmax=0.207666 valid_micro_fmax=0.207666
epoch=32 loss=0.495706 validation_micro_fmax=0.212359 valid_micro_fmax=0.212359
epoch=33 loss=0.478822 validation_micro_fmax=0.219350 valid_micro_fmax=0.219350
epoch=34 loss=0.461945 validation_micro_fmax=0.218605 valid_micro_fmax=0.218605
epoch=35 loss=0.445740 validation_micro_fmax=0.220303 valid_micro_fmax=0.220303
epoch=36 loss=0.428646 validation_micro_fmax=0.217724 valid_micro_fmax=0.217724
epoch=37 loss=0.412664 validation_micro_fmax=0.227833 valid_micro_fmax=0.227833
epoch=38 loss=0.394834 validation_micro_fmax=0.223560 valid_micro_fmax=0.223560
epoch=39 loss=0.378036 validation_micro_fmax=0.232753 valid_micro_fmax=0.232753
epoch=40 loss=0.360674 validation_micro_fmax=0.226193 valid_micro_fmax=0.226193
epoch=41 loss=0.344891 validation_micro_fmax=0.241579 valid_micro_fmax=0.241579
epoch=42 loss=0.328720 validation_micro_fmax=0.248417 valid_micro_fmax=0.248417
epoch=43 loss=0.313628 validation_micro_fmax=0.238134 valid_micro_fmax=0.238134
epoch=44 loss=0.297637 validation_micro_fmax=0.245529 valid_micro_fmax=0.245529
epoch=45 loss=0.283049 validation_micro_fmax=0.245100 valid_micro_fmax=0.245100
epoch=46 loss=0.268589 validation_micro_fmax=0.241009 valid_micro_fmax=0.241009
epoch=47 loss=0.254787 validation_micro_fmax=0.252784 valid_micro_fmax=0.252784
epoch=48 loss=0.241251 validation_micro_fmax=0.257840 valid_micro_fmax=0.257840
epoch=49 loss=0.228985 validation_micro_fmax=0.255083 valid_micro_fmax=0.255083
epoch=50 loss=0.216795 validation_micro_fmax=0.252121 valid_micro_fmax=0.252121
