epoch=1 loss=1.197384 validation_macro_fmax=0.228872 validation_micro_fmax=0.254567
epoch=2 loss=1.086037 validation_macro_fmax=0.213268 validation_micro_fmax=0.153226
epoch=3 loss=0.931686 validation_macro_fmax=0.231487 validation_micro_fmax=0.068706
epoch=4 loss=0.772892 validation_macro_fmax=0.241761 validation_micro_fmax=0.054784
epoch=5 loss=0.646649 validation_macro_fmax=0.250704 validation_micro_fmax=0.084271
epoch=6 loss=0.557596 validation_macro_fmax=0.252752 validation_micro_fmax=0.102223
epoch=7 loss=0.488848 validation_macro_fmax=0.254670 validation_micro_fmax=0.136007
epoch=8 loss=0.456409 validation_macro_fmax=0.253859 validation_micro_fmax=0.140868
epoch=9 loss=0.396469 validation_macro_fmax=0.251111 validation_micro_fmax=0.153067
epoch=10 loss=0.361809 validation_macro_fmax=0.248776 validation_micro_fmax=0.161130
epoch=11 loss=0.331099 validation_macro_fmax=0.255575 validation_micro_fmax=0.171081
epoch=12 loss=0.307753 validation_macro_fmax=0.261815 validation_micro_fmax=0.172743
epoch=13 loss=0.282935 validation_macro_fmax=0.263510 validation_micro_fmax=0.175418
epoch=14 loss=0.265422 validation_macro_fmax=0.268337 validation_micro_fmax=0.179320
epoch=15 loss=0.247389 validation_macro_fmax=0.268241 validation_micro_fmax=0.177970
epoch=16 loss=0.231551 validation_macro_fmax=0.269452 validation_micro_fmax=0.174243
epoch=17 loss=0.219347 validation_macro_fmax=0.271322 validation_micro_fmax=0.173195
epoch=18 loss=0.207787 validation_macro_fmax=0.276411 validation_micro_fmax=0.171024
epoch=19 loss=0.194765 validation_macro_fmax=0.278063 validation_micro_fmax=0.179980
epoch=20 loss=0.187888 validation_macro_fmax=0.284994 validation_micro_fmax=0.168920
epoch=21 loss=0.174948 validation_macro_fmax=0.279769 validation_micro_fmax=0.177974
epoch=22 loss=0.166814 validation_macro_fmax=0.284493 validation_micro_fmax=0.182256
epoch=23 loss=0.158872 validation_macro_fmax=0.286098 validation_micro_fmax=0.190195
epoch=24 loss=0.151443 validation_macro_fmax=0.286511 validation_micro_fmax=0.190208
epoch=25 loss=0.144702 validation_macro_fmax=0.287725 validation_micro_fmax=0.164916
epoch=26 loss=0.140667 validation_macro_fmax=0.289255 validation_micro_fmax=0.204636
epoch=27 loss=0.134188 validation_macro_fmax=0.291983 validation_micro_fmax=0.185676
epoch=28 loss=0.128882 validation_macro_fmax=0.294435 validation_micro_fmax=0.190040
epoch=29 loss=0.124635 validation_macro_fmax=0.298959 validation_micro_fmax=0.191576
epoch=30 loss=0.119506 validation_macro_fmax=0.304260 validation_micro_fmax=0.198029
epoch=31 loss=0.116774 validation_macro_fmax=0.307819 validation_micro_fmax=0.197484
epoch=32 loss=0.111396 validation_macro_fmax=0.308544 validation_micro_fmax=0.203350
epoch=33 loss=0.108455 validation_macro_fmax=0.311733 validation_micro_fmax=0.206525
epoch=34 loss=0.104999 validation_macro_fmax=0.316331 validation_micro_fmax=0.206359
epoch=35 loss=0.101203 validation_macro_fmax=0.317862 validation_micro_fmax=0.196580
epoch=36 loss=0.098915 validation_macro_fmax=0.319050 validation_micro_fmax=0.210662
epoch=37 loss=0.095412 validation_macro_fmax=0.317761 validation_micro_fmax=0.189872
epoch=38 loss=0.093208 validation_macro_fmax=0.318502 validation_micro_fmax=0.207972
epoch=39 loss=0.090490 validation_macro_fmax=0.319284 validation_micro_fmax=0.206791
epoch=40 loss=0.088329 validation_macro_fmax=0.324142 validation_micro_fmax=0.207835
epoch=41 loss=0.084880 validation_macro_fmax=0.323991 validation_micro_fmax=0.202494
epoch=42 loss=0.082714 validation_macro_fmax=0.326364 validation_micro_fmax=0.198487
epoch=43 loss=0.080737 validation_macro_fmax=0.328304 validation_micro_fmax=0.206061
epoch=44 loss=0.078715 validation_macro_fmax=0.326659 validation_micro_fmax=0.210445
epoch=45 loss=0.076306 validation_macro_fmax=0.329392 validation_micro_fmax=0.199318
epoch=46 loss=0.075433 validation_macro_fmax=0.331905 validation_micro_fmax=0.212531
epoch=47 loss=0.073030 validation_macro_fmax=0.327932 validation_micro_fmax=0.212696
epoch=48 loss=0.071838 validation_macro_fmax=0.328724 validation_micro_fmax=0.195211
epoch=49 loss=0.069286 validation_macro_fmax=0.329435 validation_micro_fmax=0.214065
epoch=50 loss=0.067729 validation_macro_fmax=0.330733 validation_micro_fmax=0.214746
epoch=51 loss=0.066044 validation_macro_fmax=0.329605 validation_micro_fmax=0.205392
epoch=52 loss=0.064058 validation_macro_fmax=0.330383 validation_micro_fmax=0.196870
epoch=53 loss=0.063393 validation_macro_fmax=0.330703 validation_micro_fmax=0.215647
epoch=54 loss=0.061410 validation_macro_fmax=0.334317 validation_micro_fmax=0.217196
epoch=55 loss=0.060401 validation_macro_fmax=0.334409 validation_micro_fmax=0.204693
epoch=56 loss=0.058319 validation_macro_fmax=0.331131 validation_micro_fmax=0.211431
epoch=57 loss=0.057570 validation_macro_fmax=0.331143 validation_micro_fmax=0.203713
epoch=58 loss=0.056032 validation_macro_fmax=0.334796 validation_micro_fmax=0.206828
epoch=59 loss=0.055026 validation_macro_fmax=0.334459 validation_micro_fmax=0.208906
epoch=60 loss=0.053699 validation_macro_fmax=0.333150 validation_micro_fmax=0.229251
epoch=61 loss=0.052746 validation_macro_fmax=0.338164 validation_micro_fmax=0.220606
epoch=62 loss=0.051310 validation_macro_fmax=0.335746 validation_micro_fmax=0.212900
epoch=63 loss=0.050196 validation_macro_fmax=0.335670 validation_micro_fmax=0.223319
epoch=64 loss=0.048963 validation_macro_fmax=0.336315 validation_micro_fmax=0.222499
epoch=65 loss=0.048242 validation_macro_fmax=0.333042 validation_micro_fmax=0.231541
epoch=66 loss=0.047738 validation_macro_fmax=0.335559 validation_micro_fmax=0.225244
epoch=67 loss=0.046608 validation_macro_fmax=0.339085 validation_micro_fmax=0.230919
epoch=68 loss=0.045311 validation_macro_fmax=0.340886 validation_micro_fmax=0.233364
epoch=69 loss=0.044511 validation_macro_fmax=0.335065 validation_micro_fmax=0.225885
epoch=70 loss=0.043844 validation_macro_fmax=0.338902 validation_micro_fmax=0.236399
epoch=71 loss=0.042949 validation_macro_fmax=0.338173 validation_micro_fmax=0.246563
epoch=72 loss=0.041947 validation_macro_fmax=0.336075 validation_micro_fmax=0.237824
epoch=73 loss=0.041410 validation_macro_fmax=0.336534 validation_micro_fmax=0.243731
epoch=74 loss=0.040760 validation_macro_fmax=0.335654 validation_micro_fmax=0.231982
epoch=75 loss=0.039867 validation_macro_fmax=0.337417 validation_micro_fmax=0.239873
epoch=76 loss=0.039115 validation_macro_fmax=0.339510 validation_micro_fmax=0.254403
{"input_modality": "seq_only", "model": "MLP", "ontology": "molecular_function", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.2090559044838402, "Macro_AUROC": 0.7555135263683229, "Macro_Fmax": 0.3074041951172174, "Micro_AUPRC": 0.2100185277204683, "Micro_AUROC": 0.9065112073897778, "Micro_Fmax": 0.3183206858671578, "Smin": 24.917257123868065}}
