epoch=1 loss=1.023824 validation_macro_fmax=0.233823 validation_micro_fmax=0.093820
epoch=2 loss=0.806268 validation_macro_fmax=0.256407 validation_micro_fmax=0.131423
epoch=3 loss=0.733129 validation_macro_fmax=0.273525 validation_micro_fmax=0.161034
epoch=4 loss=0.663139 validation_macro_fmax=0.284027 validation_micro_fmax=0.200482
epoch=5 loss=0.565424 validation_macro_fmax=0.283938 validation_micro_fmax=0.215487
epoch=6 loss=0.445988 validation_macro_fmax=0.302712 validation_micro_fmax=0.255445
epoch=7 loss=0.332070 validation_macro_fmax=0.308968 validation_micro_fmax=0.232606
epoch=8 loss=0.238899 validation_macro_fmax=0.305993 validation_micro_fmax=0.264008
epoch=9 loss=0.172472 validation_macro_fmax=0.311296 validation_micro_fmax=0.277197
epoch=10 loss=0.127490 validation_macro_fmax=0.319234 validation_micro_fmax=0.317918
epoch=11 loss=0.095915 validation_macro_fmax=0.310176 validation_micro_fmax=0.312299
epoch=12 loss=0.073710 validation_macro_fmax=0.311496 validation_micro_fmax=0.324783
epoch=13 loss=0.058658 validation_macro_fmax=0.305285 validation_micro_fmax=0.330714
epoch=14 loss=0.047761 validation_macro_fmax=0.314631 validation_micro_fmax=0.334833
epoch=15 loss=0.039175 validation_macro_fmax=0.308616 validation_micro_fmax=0.318081
epoch=16 loss=0.032632 validation_macro_fmax=0.336946 validation_micro_fmax=0.344542
epoch=17 loss=0.027565 validation_macro_fmax=0.316799 validation_micro_fmax=0.356289
epoch=18 loss=0.023757 validation_macro_fmax=0.304770 validation_micro_fmax=0.342220
epoch=19 loss=0.020799 validation_macro_fmax=0.308092 validation_micro_fmax=0.368000
epoch=20 loss=0.017900 validation_macro_fmax=0.316958 validation_micro_fmax=0.336477
epoch=21 loss=0.016051 validation_macro_fmax=0.317256 validation_micro_fmax=0.336002
epoch=22 loss=0.014170 validation_macro_fmax=0.319733 validation_micro_fmax=0.335473
epoch=23 loss=0.012460 validation_macro_fmax=0.316217 validation_micro_fmax=0.357116
epoch=24 loss=0.011353 validation_macro_fmax=0.303532 validation_micro_fmax=0.322499
{"input_modality": "seq_only", "model": "Hybrid_JK", "ontology": "molecular_function", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.29346379246797455, "Macro_AUROC": 0.7557069595099192, "Macro_Fmax": 0.36125918027424003, "Micro_AUPRC": 0.36575053101661387, "Micro_AUROC": 0.854789514405416, "Micro_Fmax": 0.4875311720198255, "Smin": 16.82932102621818}}
