CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 1
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=0.989284 validation_micro_fmax=0.103332 valid_micro_fmax=0.103332
epoch=2 loss=0.821137 validation_micro_fmax=0.121166 valid_micro_fmax=0.121166
epoch=3 loss=0.767267 validation_micro_fmax=0.136397 valid_micro_fmax=0.136397
epoch=4 loss=0.734152 validation_micro_fmax=0.144695 valid_micro_fmax=0.144695
epoch=5 loss=0.706354 validation_micro_fmax=0.150115 valid_micro_fmax=0.150115
epoch=6 loss=0.678590 validation_micro_fmax=0.168089 valid_micro_fmax=0.168089
epoch=7 loss=0.647424 validation_micro_fmax=0.174518 valid_micro_fmax=0.174518
epoch=8 loss=0.610599 validation_micro_fmax=0.182742 valid_micro_fmax=0.182742
epoch=9 loss=0.569472 validation_micro_fmax=0.188547 valid_micro_fmax=0.188547
epoch=10 loss=0.523868 validation_micro_fmax=0.221289 valid_micro_fmax=0.221289
epoch=11 loss=0.475718 validation_micro_fmax=0.226143 valid_micro_fmax=0.226143
epoch=12 loss=0.426230 validation_micro_fmax=0.255025 valid_micro_fmax=0.255025
epoch=13 loss=0.374591 validation_micro_fmax=0.245394 valid_micro_fmax=0.245394
epoch=14 loss=0.324354 validation_micro_fmax=0.275519 valid_micro_fmax=0.275519
epoch=15 loss=0.276295 validation_micro_fmax=0.282981 valid_micro_fmax=0.282981
epoch=16 loss=0.232775 validation_micro_fmax=0.299898 valid_micro_fmax=0.299898
epoch=17 loss=0.194633 validation_micro_fmax=0.328126 valid_micro_fmax=0.328126
epoch=18 loss=0.161443 validation_micro_fmax=0.330581 valid_micro_fmax=0.330581
epoch=19 loss=0.133759 validation_micro_fmax=0.358133 valid_micro_fmax=0.358133
epoch=20 loss=0.111047 validation_micro_fmax=0.368042 valid_micro_fmax=0.368042
epoch=21 loss=0.092485 validation_micro_fmax=0.360135 valid_micro_fmax=0.360135
epoch=22 loss=0.077170 validation_micro_fmax=0.362959 valid_micro_fmax=0.362959
epoch=23 loss=0.065780 validation_micro_fmax=0.377574 valid_micro_fmax=0.377574
epoch=24 loss=0.055533 validation_micro_fmax=0.385804 valid_micro_fmax=0.385804
epoch=25 loss=0.046899 validation_micro_fmax=0.374172 valid_micro_fmax=0.374172
epoch=26 loss=0.040359 validation_micro_fmax=0.384484 valid_micro_fmax=0.384484
epoch=27 loss=0.035881 validation_micro_fmax=0.396374 valid_micro_fmax=0.396374
epoch=28 loss=0.030670 validation_micro_fmax=0.391357 valid_micro_fmax=0.391357
epoch=29 loss=0.026177 validation_micro_fmax=0.409786 valid_micro_fmax=0.409786
epoch=30 loss=0.022643 validation_micro_fmax=0.398573 valid_micro_fmax=0.398573
epoch=31 loss=0.020392 validation_micro_fmax=0.411494 valid_micro_fmax=0.411494
epoch=32 loss=0.018451 validation_micro_fmax=0.393158 valid_micro_fmax=0.393158
epoch=33 loss=0.016100 validation_micro_fmax=0.410215 valid_micro_fmax=0.410215
epoch=34 loss=0.014410 validation_micro_fmax=0.418452 valid_micro_fmax=0.418452
epoch=35 loss=0.013607 validation_micro_fmax=0.401445 valid_micro_fmax=0.401445
epoch=36 loss=0.011786 validation_micro_fmax=0.405482 valid_micro_fmax=0.405482
epoch=37 loss=0.010573 validation_micro_fmax=0.417469 valid_micro_fmax=0.417469
epoch=38 loss=0.009337 validation_micro_fmax=0.410682 valid_micro_fmax=0.410682
epoch=39 loss=0.008051 validation_micro_fmax=0.412820 valid_micro_fmax=0.412820
epoch=40 loss=0.007262 validation_micro_fmax=0.410335 valid_micro_fmax=0.410335
epoch=41 loss=0.006939 validation_micro_fmax=0.421849 valid_micro_fmax=0.421849
epoch=42 loss=0.006592 validation_micro_fmax=0.418524 valid_micro_fmax=0.418524
epoch=43 loss=0.005526 validation_micro_fmax=0.410542 valid_micro_fmax=0.410542
epoch=44 loss=0.005403 validation_micro_fmax=0.420100 valid_micro_fmax=0.420100
epoch=45 loss=0.004783 validation_micro_fmax=0.421223 valid_micro_fmax=0.421223
epoch=46 loss=0.007294 validation_micro_fmax=0.411128 valid_micro_fmax=0.411128
epoch=47 loss=0.004576 validation_micro_fmax=0.416605 valid_micro_fmax=0.416605
epoch=48 loss=0.003799 validation_micro_fmax=0.422406 valid_micro_fmax=0.422406
epoch=49 loss=0.003640 validation_micro_fmax=0.426122 valid_micro_fmax=0.426122
epoch=50 loss=0.003379 validation_micro_fmax=0.412213 valid_micro_fmax=0.412213
epoch=51 loss=0.003015 validation_micro_fmax=0.422646 valid_micro_fmax=0.422646
epoch=52 loss=0.003052 validation_micro_fmax=0.425347 valid_micro_fmax=0.425347
epoch=53 loss=0.002902 validation_micro_fmax=0.409265 valid_micro_fmax=0.409265
epoch=54 loss=0.003350 validation_micro_fmax=0.415143 valid_micro_fmax=0.415143
epoch=55 loss=0.003401 validation_micro_fmax=0.419397 valid_micro_fmax=0.419397
epoch=56 loss=0.003278 validation_micro_fmax=0.408291 valid_micro_fmax=0.408291
epoch=57 loss=0.002162 validation_micro_fmax=0.421427 valid_micro_fmax=0.421427
epoch=58 loss=0.002030 validation_micro_fmax=0.434229 valid_micro_fmax=0.434229
epoch=59 loss=0.001901 validation_micro_fmax=0.422470 valid_micro_fmax=0.422470
epoch=60 loss=0.001943 validation_micro_fmax=0.410636 valid_micro_fmax=0.410636
epoch=61 loss=0.002789 validation_micro_fmax=0.423438 valid_micro_fmax=0.423438
epoch=62 loss=0.002465 validation_micro_fmax=0.417130 valid_micro_fmax=0.417130
epoch=63 loss=0.002321 validation_micro_fmax=0.420408 valid_micro_fmax=0.420408
epoch=64 loss=0.001653 validation_micro_fmax=0.416941 valid_micro_fmax=0.416941
epoch=65 loss=0.001420 validation_micro_fmax=0.417426 valid_micro_fmax=0.417426
epoch=66 loss=0.004365 validation_micro_fmax=0.417401 valid_micro_fmax=0.417401
epoch=67 loss=0.001711 validation_micro_fmax=0.415451 valid_micro_fmax=0.415451
Early stopping after 67 epochs (patience=9)
GPU completion: NVIDIA L40S, 42205, 46068, 0
