CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 5
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=0.899631 validation_micro_fmax=0.117790 valid_micro_fmax=0.117790
epoch=2 loss=0.473975 validation_micro_fmax=0.145772 valid_micro_fmax=0.145772
epoch=3 loss=0.225042 validation_micro_fmax=0.173533 valid_micro_fmax=0.173533
epoch=4 loss=0.131895 validation_micro_fmax=0.167128 valid_micro_fmax=0.167128
epoch=5 loss=0.082437 validation_micro_fmax=0.207808 valid_micro_fmax=0.207808
epoch=6 loss=0.056975 validation_micro_fmax=0.197409 valid_micro_fmax=0.197409
epoch=7 loss=0.042809 validation_micro_fmax=0.199034 valid_micro_fmax=0.199034
epoch=8 loss=0.032913 validation_micro_fmax=0.180395 valid_micro_fmax=0.180395
epoch=9 loss=0.028653 validation_micro_fmax=0.206324 valid_micro_fmax=0.206324
epoch=10 loss=0.024395 validation_micro_fmax=0.207098 valid_micro_fmax=0.207098
epoch=11 loss=0.021826 validation_micro_fmax=0.200721 valid_micro_fmax=0.200721
epoch=12 loss=0.019383 validation_micro_fmax=0.227250 valid_micro_fmax=0.227250
epoch=13 loss=0.017754 validation_micro_fmax=0.255947 valid_micro_fmax=0.255947
epoch=14 loss=0.019532 validation_micro_fmax=0.247687 valid_micro_fmax=0.247687
epoch=15 loss=0.014878 validation_micro_fmax=0.255043 valid_micro_fmax=0.255043
epoch=16 loss=0.018325 validation_micro_fmax=0.227410 valid_micro_fmax=0.227410
epoch=17 loss=0.012835 validation_micro_fmax=0.234384 valid_micro_fmax=0.234384
epoch=18 loss=0.010067 validation_micro_fmax=0.257655 valid_micro_fmax=0.257655
epoch=19 loss=0.014315 validation_micro_fmax=0.233979 valid_micro_fmax=0.233979
epoch=20 loss=0.011815 validation_micro_fmax=0.243187 valid_micro_fmax=0.243187
epoch=21 loss=0.010463 validation_micro_fmax=0.233509 valid_micro_fmax=0.233509
epoch=22 loss=0.009577 validation_micro_fmax=0.252131 valid_micro_fmax=0.252131
epoch=23 loss=0.009358 validation_micro_fmax=0.261600 valid_micro_fmax=0.261600
epoch=24 loss=0.010080 validation_micro_fmax=0.275764 valid_micro_fmax=0.275764
epoch=25 loss=0.008722 validation_micro_fmax=0.251201 valid_micro_fmax=0.251201
epoch=26 loss=0.010157 validation_micro_fmax=0.288360 valid_micro_fmax=0.288360
epoch=27 loss=0.008799 validation_micro_fmax=0.262300 valid_micro_fmax=0.262300
epoch=28 loss=0.011531 validation_micro_fmax=0.258029 valid_micro_fmax=0.258029
epoch=29 loss=0.007138 validation_micro_fmax=0.264927 valid_micro_fmax=0.264927
epoch=30 loss=0.008336 validation_micro_fmax=0.295139 valid_micro_fmax=0.295139
epoch=31 loss=0.005586 validation_micro_fmax=0.266529 valid_micro_fmax=0.266529
epoch=32 loss=0.007075 validation_micro_fmax=0.265090 valid_micro_fmax=0.265090
epoch=33 loss=0.005399 validation_micro_fmax=0.256595 valid_micro_fmax=0.256595
epoch=34 loss=0.006773 validation_micro_fmax=0.260174 valid_micro_fmax=0.260174
epoch=35 loss=0.006007 validation_micro_fmax=0.293820 valid_micro_fmax=0.293820
epoch=36 loss=0.006776 validation_micro_fmax=0.293026 valid_micro_fmax=0.293026
epoch=37 loss=0.007300 validation_micro_fmax=0.279317 valid_micro_fmax=0.279317
epoch=38 loss=0.005105 validation_micro_fmax=0.266568 valid_micro_fmax=0.266568
Early stopping after 38 epochs (patience=8)
GPU completion: NVIDIA L40S, 18839, 46068, 0
