epoch=1 loss=1.222676 validation_macro_fmax=0.153889 validation_micro_fmax=0.041252
epoch=2 loss=1.139996 validation_macro_fmax=0.155060 validation_micro_fmax=0.047257
epoch=3 loss=1.020378 validation_macro_fmax=0.159335 validation_micro_fmax=0.033041
epoch=4 loss=0.920396 validation_macro_fmax=0.161027 validation_micro_fmax=0.034997
epoch=5 loss=0.813507 validation_macro_fmax=0.163289 validation_micro_fmax=0.034407
epoch=6 loss=0.740584 validation_macro_fmax=0.156773 validation_micro_fmax=0.030070
epoch=7 loss=0.683820 validation_macro_fmax=0.158012 validation_micro_fmax=0.032776
epoch=8 loss=0.646736 validation_macro_fmax=0.163807 validation_micro_fmax=0.033687
epoch=9 loss=0.613824 validation_macro_fmax=0.174508 validation_micro_fmax=0.036328
epoch=10 loss=0.565912 validation_macro_fmax=0.163539 validation_micro_fmax=0.034283
epoch=11 loss=0.541112 validation_macro_fmax=0.169297 validation_micro_fmax=0.034762
epoch=12 loss=0.510244 validation_macro_fmax=0.163241 validation_micro_fmax=0.038179
epoch=13 loss=0.483497 validation_macro_fmax=0.173412 validation_micro_fmax=0.039916
epoch=14 loss=0.462096 validation_macro_fmax=0.176905 validation_micro_fmax=0.040749
epoch=15 loss=0.436347 validation_macro_fmax=0.163554 validation_micro_fmax=0.038597
epoch=16 loss=0.413211 validation_macro_fmax=0.156494 validation_micro_fmax=0.038372
epoch=17 loss=0.396300 validation_macro_fmax=0.165186 validation_micro_fmax=0.041060
epoch=18 loss=0.377276 validation_macro_fmax=0.166768 validation_micro_fmax=0.047474
epoch=19 loss=0.364420 validation_macro_fmax=0.162281 validation_micro_fmax=0.045163
epoch=20 loss=0.346943 validation_macro_fmax=0.165503 validation_micro_fmax=0.046228
epoch=21 loss=0.328024 validation_macro_fmax=0.167772 validation_micro_fmax=0.047403
epoch=22 loss=0.319705 validation_macro_fmax=0.170522 validation_micro_fmax=0.051754
{"input_modality": "full", "model": "GAT", "ontology": "biological_process", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.09119436961629568, "Macro_AUROC": 0.6752629604941325, "Macro_Fmax": 0.19281612508877513, "Micro_AUPRC": 0.01911905868147731, "Micro_AUROC": 0.6851710585393842, "Micro_Fmax": 0.04981806234787588, "Smin": 101.06891734884105}}
