CUDA verified: NVIDIA L40S; tensor dot product=8.0
GPU startup: NVIDIA L40S, 533, 46068, 0
Loaded train=6026, valid=754; reserved test set is not loaded
epoch=1 loss=0.128911 validation_micro_fmax=0.283133 valid_micro_fmax=0.283133
epoch=2 loss=0.064606 validation_micro_fmax=0.325672 valid_micro_fmax=0.325672
epoch=3 loss=0.037729 validation_micro_fmax=0.342677 valid_micro_fmax=0.342677
epoch=4 loss=0.026992 validation_micro_fmax=0.364152 valid_micro_fmax=0.364152
epoch=5 loss=0.021284 validation_micro_fmax=0.390681 valid_micro_fmax=0.390681
epoch=6 loss=0.014990 validation_micro_fmax=0.390664 valid_micro_fmax=0.390664
epoch=7 loss=0.012928 validation_micro_fmax=0.397397 valid_micro_fmax=0.397397
epoch=8 loss=0.012442 validation_micro_fmax=0.416924 valid_micro_fmax=0.416924
epoch=9 loss=0.010476 validation_micro_fmax=0.431143 valid_micro_fmax=0.431143
epoch=10 loss=0.009386 validation_micro_fmax=0.405168 valid_micro_fmax=0.405168
epoch=11 loss=0.010403 validation_micro_fmax=0.410518 valid_micro_fmax=0.410518
epoch=12 loss=0.008124 validation_micro_fmax=0.439307 valid_micro_fmax=0.439307
epoch=13 loss=0.009107 validation_micro_fmax=0.412099 valid_micro_fmax=0.412099
epoch=14 loss=0.025409 validation_micro_fmax=0.342357 valid_micro_fmax=0.342357
epoch=15 loss=0.018539 validation_micro_fmax=0.381697 valid_micro_fmax=0.381697
epoch=16 loss=0.010547 validation_micro_fmax=0.415283 valid_micro_fmax=0.415283
epoch=17 loss=0.006984 validation_micro_fmax=0.432173 valid_micro_fmax=0.432173
epoch=18 loss=0.006038 validation_micro_fmax=0.426269 valid_micro_fmax=0.426269
epoch=19 loss=0.005956 validation_micro_fmax=0.447128 valid_micro_fmax=0.447128
epoch=20 loss=0.007471 validation_micro_fmax=0.429554 valid_micro_fmax=0.429554
epoch=21 loss=0.007558 validation_micro_fmax=0.428453 valid_micro_fmax=0.428453
epoch=22 loss=0.009809 validation_micro_fmax=0.395291 valid_micro_fmax=0.395291
epoch=23 loss=0.006394 validation_micro_fmax=0.402719 valid_micro_fmax=0.402719
epoch=24 loss=0.005565 validation_micro_fmax=0.425249 valid_micro_fmax=0.425249
epoch=25 loss=0.004713 validation_micro_fmax=0.439128 valid_micro_fmax=0.439128
epoch=26 loss=0.004004 validation_micro_fmax=0.421142 valid_micro_fmax=0.421142
epoch=27 loss=0.004227 validation_micro_fmax=0.425761 valid_micro_fmax=0.425761
epoch=28 loss=0.016424 validation_micro_fmax=0.368774 valid_micro_fmax=0.368774
Early stopping after 28 epochs (patience=9)
GPU completion: NVIDIA L40S, 31743, 46068, 0
