epoch=1 loss=0.946038 validation_macro_fmax=0.297379 validation_micro_fmax=0.174077
epoch=2 loss=0.748972 validation_macro_fmax=0.271373 validation_micro_fmax=0.197283
epoch=3 loss=0.667832 validation_macro_fmax=0.266936 validation_micro_fmax=0.250385
epoch=4 loss=0.567716 validation_macro_fmax=0.320778 validation_micro_fmax=0.283953
epoch=5 loss=0.444569 validation_macro_fmax=0.280712 validation_micro_fmax=0.351115
epoch=6 loss=0.320850 validation_macro_fmax=0.330394 validation_micro_fmax=0.331811
epoch=7 loss=0.225887 validation_macro_fmax=0.336881 validation_micro_fmax=0.361794
epoch=8 loss=0.160151 validation_macro_fmax=0.358528 validation_micro_fmax=0.355956
epoch=9 loss=0.115955 validation_macro_fmax=0.368488 validation_micro_fmax=0.366512
epoch=10 loss=0.087560 validation_macro_fmax=0.356909 validation_micro_fmax=0.393633
epoch=11 loss=0.070335 validation_macro_fmax=0.369500 validation_micro_fmax=0.377922
epoch=12 loss=0.056298 validation_macro_fmax=0.369491 validation_micro_fmax=0.389078
epoch=13 loss=0.045730 validation_macro_fmax=0.357742 validation_micro_fmax=0.405031
epoch=14 loss=0.037648 validation_macro_fmax=0.372335 validation_micro_fmax=0.403716
epoch=15 loss=0.032542 validation_macro_fmax=0.359233 validation_micro_fmax=0.439477
epoch=16 loss=0.028130 validation_macro_fmax=0.358939 validation_micro_fmax=0.414420
epoch=17 loss=0.023734 validation_macro_fmax=0.362817 validation_micro_fmax=0.426002
epoch=18 loss=0.020807 validation_macro_fmax=0.343646 validation_micro_fmax=0.408296
epoch=19 loss=0.018832 validation_macro_fmax=0.368098 validation_micro_fmax=0.432982
epoch=20 loss=0.017074 validation_macro_fmax=0.353107 validation_micro_fmax=0.415240
epoch=21 loss=0.014580 validation_macro_fmax=0.370556 validation_micro_fmax=0.397626
epoch=22 loss=0.020623 validation_macro_fmax=0.350483 validation_micro_fmax=0.415198
{"input_modality": "seq_only", "model": "Hybrid", "ontology": "cellular_component", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.24543136109115368, "Macro_AUROC": 0.6943856965224287, "Macro_Fmax": 0.3365701610344993, "Micro_AUPRC": 0.33605147040847366, "Micro_AUROC": 0.7697761393617741, "Micro_Fmax": 0.37546489667166316, "Smin": 23.381231939160543}}
