epoch,train_loss,validation_micro_fmax,validation_micro_fmax_threshold,validation_rare_term_micro_fmax_train_count_1_to_10,rare_term_count,brier_score,expected_calibration_error_10_bins,threshold_sensitivity
1,0.2916435634017621,0.13854623605219263,0.6618937849998474,0.005885500267495303,95,0.2667740285396576,0.46096462675970634,"[{'threshold': 0.1, 'micro_f1': 0.09108824173417998}, {'threshold': 0.2, 'micro_f1': 0.09134246837868916}, {'threshold': 0.3, 'micro_f1': 0.09281609668549223}, {'threshold': 0.4, 'micro_f1': 0.09792405208238904}, {'threshold': 0.5, 'micro_f1': 0.11164288137673156}, {'threshold': 0.6, 'micro_f1': 0.13166567276607766}, {'threshold': 0.7, 'micro_f1': 0.1156385751520417}, {'threshold': 0.8, 'micro_f1': 0.012415439713489851}, {'threshold': 0.9, 'micro_f1': 0.0}]"
2,0.22799202760375997,0.16118635856134297,0.6162083148956299,0.009469696969603335,95,0.26145434379577637,0.45821855871268086,"[{'threshold': 0.1, 'micro_f1': 0.0910828025477707}, {'threshold': 0.2, 'micro_f1': 0.09127028450160361}, {'threshold': 0.3, 'micro_f1': 0.09297820427413653}, {'threshold': 0.4, 'micro_f1': 0.09978287681190004}, {'threshold': 0.5, 'micro_f1': 0.11828548381182855}, {'threshold': 0.6, 'micro_f1': 0.15328247517567303}, {'threshold': 0.7, 'micro_f1': 0.11285361303010438}, {'threshold': 0.8, 'micro_f1': 0.010632112301686186}, {'threshold': 0.9, 'micro_f1': 0.0}]"
3,0.20871307097730182,0.19283699461448495,0.6378754377365112,0.01814882032650783,95,0.256957471370697,0.454935422702487,"[{'threshold': 0.1, 'micro_f1': 0.09107881422389943}, {'threshold': 0.2, 'micro_f1': 0.09121097720921519}, {'threshold': 0.3, 'micro_f1': 0.09278867519886491}, {'threshold': 0.4, 'micro_f1': 0.09921138230407414}, {'threshold': 0.5, 'micro_f1': 0.12198725574135671}, {'threshold': 0.6, 'micro_f1': 0.1793733930101895}, {'threshold': 0.7, 'micro_f1': 0.15927842976477222}, {'threshold': 0.8, 'micro_f1': 0.01690701143709597}, {'threshold': 0.9, 'micro_f1': 0.0}]"
4,0.19425957196604007,0.24231207289245574,0.6633940935134888,0.021459227467612887,95,0.25518348813056946,0.45485271322809956,"[{'threshold': 0.1, 'micro_f1': 0.09107881422389943}, {'threshold': 0.2, 'micro_f1': 0.09118952914637354}, {'threshold': 0.3, 'micro_f1': 0.09242202729044835}, {'threshold': 0.4, 'micro_f1': 0.10081434518330942}, {'threshold': 0.5, 'micro_f1': 0.12916214960507977}, {'threshold': 0.6, 'micro_f1': 0.209890884162017}, {'threshold': 0.7, 'micro_f1': 0.21290135956031242}, {'threshold': 0.8, 'micro_f1': 0.04414867716279824}, {'threshold': 0.9, 'micro_f1': 0.0}]"
5,0.18187790525653375,0.2673905451308198,0.6448881030082703,0.037037037036726034,95,0.24708490073680878,0.4467180470907708,"[{'threshold': 0.1, 'micro_f1': 0.09107845166632167}, {'threshold': 0.2, 'micro_f1': 0.09119243676713246}, {'threshold': 0.3, 'micro_f1': 0.09269101231128868}, {'threshold': 0.4, 'micro_f1': 0.10155161600735355}, {'threshold': 0.5, 'micro_f1': 0.1359685894296458}, {'threshold': 0.6, 'micro_f1': 0.23431814874108572}, {'threshold': 0.7, 'micro_f1': 0.2363166782556869}, {'threshold': 0.8, 'micro_f1': 0.05839180579078957}, {'threshold': 0.9, 'micro_f1': 0.0001747793410818841}]"
6,0.16847108312384793,0.2830523513748568,0.6417164206504822,0.08695652173863501,95,0.23456431925296783,0.4324143106231605,"[{'threshold': 0.1, 'micro_f1': 0.09107845166632167}, {'threshold': 0.2, 'micro_f1': 0.09127975169354259}, {'threshold': 0.3, 'micro_f1': 0.09277572156614938}, {'threshold': 0.4, 'micro_f1': 0.09997292065752655}, {'threshold': 0.5, 'micro_f1': 0.14483120851835934}, {'threshold': 0.6, 'micro_f1': 0.261144377910845}, {'threshold': 0.7, 'micro_f1': 0.23396146517044253}, {'threshold': 0.8, 'micro_f1': 0.06384522370012091}, {'threshold': 0.9, 'micro_f1': 0.0008732861758798357}]"
7,0.15303736168240745,0.31784441805176794,0.6520841121673584,0.1562499999996953,95,0.2229996770620346,0.4192151515825961,"[{'threshold': 0.1, 'micro_f1': 0.09107881422389943}, {'threshold': 0.2, 'micro_f1': 0.09132565899765299}, {'threshold': 0.3, 'micro_f1': 0.09309491883968651}, {'threshold': 0.4, 'micro_f1': 0.10327714694163755}, {'threshold': 0.5, 'micro_f1': 0.1638287783429606}, {'threshold': 0.6, 'micro_f1': 0.28497749911513376}, {'threshold': 0.7, 'micro_f1': 0.28184973458554513}, {'threshold': 0.8, 'micro_f1': 0.10784313725490195}, {'threshold': 0.9, 'micro_f1': 0.005400696864111498}]"
8,0.1360765537887654,0.3097754293258008,0.6308247447013855,0.14285714285676085,95,0.2029651254415512,0.39395539656210876,"[{'threshold': 0.1, 'micro_f1': 0.09108316513998861}, {'threshold': 0.2, 'micro_f1': 0.09126221367932084}, {'threshold': 0.3, 'micro_f1': 0.09248324012643717}, {'threshold': 0.4, 'micro_f1': 0.11168298391765032}, {'threshold': 0.5, 'micro_f1': 0.18806005500217113}, {'threshold': 0.6, 'micro_f1': 0.30140912347743015}, {'threshold': 0.7, 'micro_f1': 0.2722222222222222}, {'threshold': 0.8, 'micro_f1': 0.09624154741311526}, {'threshold': 0.9, 'micro_f1': 0.0055720006965000865}]"
9,0.11753148069142033,0.3697980541242671,0.6470530033111572,0.1694915254235197,95,0.18452224135398865,0.36948642470210113,"[{'threshold': 0.1, 'micro_f1': 0.09108100468582667}, {'threshold': 0.2, 'micro_f1': 0.09017520731101943}, {'threshold': 0.3, 'micro_f1': 0.09422409979020081}, {'threshold': 0.4, 'micro_f1': 0.12822530360165088}, {'threshold': 0.5, 'micro_f1': 0.22510716096421823}, {'threshold': 0.6, 'micro_f1': 0.34474365775267574}, {'threshold': 0.7, 'micro_f1': 0.333649089569519}, {'threshold': 0.8, 'micro_f1': 0.16623644811564273}, {'threshold': 0.9, 'micro_f1': 0.023428079242032728}]"
10,0.09901316180115655,0.3818997323296892,0.6154801845550537,0.3030303030298043,95,0.16855169832706451,0.34710320386213217,"[{'threshold': 0.1, 'micro_f1': 0.09107278014579931}, {'threshold': 0.2, 'micro_f1': 0.08959619320167046}, {'threshold': 0.3, 'micro_f1': 0.10080624133003745}, {'threshold': 0.4, 'micro_f1': 0.14416839199447895}, {'threshold': 0.5, 'micro_f1': 0.257460799190693}, {'threshold': 0.6, 'micro_f1': 0.3697569153394803}, {'threshold': 0.7, 'micro_f1': 0.3522437730747231}, {'threshold': 0.8, 'micro_f1': 0.21225863077823284}, {'threshold': 0.9, 'micro_f1': 0.03688209681550413}]"
