epoch=1 loss=1.224130 validation_macro_fmax=0.161428 validation_micro_fmax=0.038133
epoch=2 loss=1.126057 validation_macro_fmax=0.159109 validation_micro_fmax=0.040072
epoch=3 loss=0.978516 validation_macro_fmax=0.162847 validation_micro_fmax=0.035658
epoch=4 loss=0.888403 validation_macro_fmax=0.167859 validation_micro_fmax=0.041384
epoch=5 loss=0.765054 validation_macro_fmax=0.175131 validation_micro_fmax=0.040619
epoch=6 loss=0.700383 validation_macro_fmax=0.178152 validation_micro_fmax=0.036444
epoch=7 loss=0.639114 validation_macro_fmax=0.176663 validation_micro_fmax=0.035014
epoch=8 loss=0.600773 validation_macro_fmax=0.183916 validation_micro_fmax=0.042198
epoch=9 loss=0.559348 validation_macro_fmax=0.185934 validation_micro_fmax=0.052250
epoch=10 loss=0.520822 validation_macro_fmax=0.188893 validation_micro_fmax=0.047185
epoch=11 loss=0.484945 validation_macro_fmax=0.191565 validation_micro_fmax=0.054899
epoch=12 loss=0.449466 validation_macro_fmax=0.194649 validation_micro_fmax=0.060196
epoch=13 loss=0.424015 validation_macro_fmax=0.198834 validation_micro_fmax=0.063598
epoch=14 loss=0.394397 validation_macro_fmax=0.200804 validation_micro_fmax=0.060916
epoch=15 loss=0.375052 validation_macro_fmax=0.203978 validation_micro_fmax=0.068208
epoch=16 loss=0.351954 validation_macro_fmax=0.206051 validation_micro_fmax=0.063344
epoch=17 loss=0.334570 validation_macro_fmax=0.208595 validation_micro_fmax=0.069572
epoch=18 loss=0.316385 validation_macro_fmax=0.213182 validation_micro_fmax=0.070044
epoch=19 loss=0.301971 validation_macro_fmax=0.217030 validation_micro_fmax=0.075449
epoch=20 loss=0.288953 validation_macro_fmax=0.219002 validation_micro_fmax=0.078166
epoch=21 loss=0.277272 validation_macro_fmax=0.214231 validation_micro_fmax=0.077884
epoch=22 loss=0.267952 validation_macro_fmax=0.219724 validation_micro_fmax=0.077340
epoch=23 loss=0.257337 validation_macro_fmax=0.222371 validation_micro_fmax=0.090420
epoch=24 loss=0.250008 validation_macro_fmax=0.218264 validation_micro_fmax=0.084399
epoch=25 loss=0.240739 validation_macro_fmax=0.222268 validation_micro_fmax=0.087471
epoch=26 loss=0.234133 validation_macro_fmax=0.223414 validation_micro_fmax=0.086591
epoch=27 loss=0.226819 validation_macro_fmax=0.222652 validation_micro_fmax=0.079756
epoch=28 loss=0.220010 validation_macro_fmax=0.229708 validation_micro_fmax=0.085361
epoch=29 loss=0.213174 validation_macro_fmax=0.228494 validation_micro_fmax=0.090519
epoch=30 loss=0.207105 validation_macro_fmax=0.226086 validation_micro_fmax=0.091185
epoch=31 loss=0.200924 validation_macro_fmax=0.228544 validation_micro_fmax=0.090204
epoch=32 loss=0.196213 validation_macro_fmax=0.229705 validation_micro_fmax=0.086742
epoch=33 loss=0.192920 validation_macro_fmax=0.233015 validation_micro_fmax=0.096313
epoch=34 loss=0.188227 validation_macro_fmax=0.233941 validation_micro_fmax=0.097249
epoch=35 loss=0.182415 validation_macro_fmax=0.231457 validation_micro_fmax=0.094898
epoch=36 loss=0.177429 validation_macro_fmax=0.238827 validation_micro_fmax=0.105963
epoch=37 loss=0.174169 validation_macro_fmax=0.237154 validation_micro_fmax=0.100522
epoch=38 loss=0.169677 validation_macro_fmax=0.241610 validation_micro_fmax=0.093545
epoch=39 loss=0.166178 validation_macro_fmax=0.244899 validation_micro_fmax=0.096477
epoch=40 loss=0.160906 validation_macro_fmax=0.247095 validation_micro_fmax=0.104275
epoch=41 loss=0.162295 validation_macro_fmax=0.245023 validation_micro_fmax=0.097817
epoch=42 loss=0.156000 validation_macro_fmax=0.246429 validation_micro_fmax=0.108879
epoch=43 loss=0.152416 validation_macro_fmax=0.246540 validation_micro_fmax=0.103482
epoch=44 loss=0.148422 validation_macro_fmax=0.248155 validation_micro_fmax=0.100613
epoch=45 loss=0.144985 validation_macro_fmax=0.245459 validation_micro_fmax=0.098307
epoch=46 loss=0.142086 validation_macro_fmax=0.250183 validation_micro_fmax=0.104037
epoch=47 loss=0.140387 validation_macro_fmax=0.247496 validation_micro_fmax=0.100998
epoch=48 loss=0.139472 validation_macro_fmax=0.249274 validation_micro_fmax=0.100873
epoch=49 loss=0.137779 validation_macro_fmax=0.247045 validation_micro_fmax=0.100797
epoch=50 loss=0.132793 validation_macro_fmax=0.248189 validation_micro_fmax=0.098605
epoch=51 loss=0.132195 validation_macro_fmax=0.253975 validation_micro_fmax=0.109717
epoch=52 loss=0.128967 validation_macro_fmax=0.252723 validation_micro_fmax=0.102869
epoch=53 loss=0.124714 validation_macro_fmax=0.252041 validation_micro_fmax=0.101823
epoch=54 loss=0.123338 validation_macro_fmax=0.253426 validation_micro_fmax=0.104887
epoch=55 loss=0.122275 validation_macro_fmax=0.251157 validation_micro_fmax=0.100812
epoch=56 loss=0.118008 validation_macro_fmax=0.259862 validation_micro_fmax=0.111205
epoch=57 loss=0.116469 validation_macro_fmax=0.253692 validation_micro_fmax=0.106737
epoch=58 loss=0.114534 validation_macro_fmax=0.258248 validation_micro_fmax=0.109514
epoch=59 loss=0.113444 validation_macro_fmax=0.256391 validation_micro_fmax=0.111688
epoch=60 loss=0.110185 validation_macro_fmax=0.256082 validation_micro_fmax=0.108315
epoch=61 loss=0.108583 validation_macro_fmax=0.251571 validation_micro_fmax=0.103620
epoch=62 loss=0.106098 validation_macro_fmax=0.253155 validation_micro_fmax=0.111142
epoch=63 loss=0.104724 validation_macro_fmax=0.253622 validation_micro_fmax=0.108456
epoch=64 loss=0.104132 validation_macro_fmax=0.252385 validation_micro_fmax=0.107286
{"input_modality": "seq_only", "model": "MLP", "ontology": "biological_process", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.16662999873469295, "Macro_AUROC": 0.719773484341807, "Macro_Fmax": 0.2552441511346962, "Micro_AUPRC": 0.06877970139246353, "Micro_AUROC": 0.8234705655283666, "Micro_Fmax": 0.1366719704899961, "Smin": 99.47679306350325}}
