epoch=1 loss=1.091364 validation_macro_fmax=0.203566 validation_micro_fmax=0.076503
epoch=2 loss=0.866408 validation_macro_fmax=0.221680 validation_micro_fmax=0.105990
epoch=3 loss=0.778567 validation_macro_fmax=0.224477 validation_micro_fmax=0.114083
epoch=4 loss=0.712731 validation_macro_fmax=0.235798 validation_micro_fmax=0.166415
epoch=5 loss=0.634551 validation_macro_fmax=0.231245 validation_micro_fmax=0.174578
epoch=6 loss=0.536668 validation_macro_fmax=0.236829 validation_micro_fmax=0.175219
epoch=7 loss=0.433489 validation_macro_fmax=0.256781 validation_micro_fmax=0.212854
epoch=8 loss=0.335087 validation_macro_fmax=0.250464 validation_micro_fmax=0.230858
epoch=9 loss=0.260005 validation_macro_fmax=0.250251 validation_micro_fmax=0.272491
epoch=10 loss=0.205966 validation_macro_fmax=0.234366 validation_micro_fmax=0.263894
epoch=11 loss=0.154219 validation_macro_fmax=0.239297 validation_micro_fmax=0.257960
epoch=12 loss=0.139589 validation_macro_fmax=0.250870 validation_micro_fmax=0.278525
epoch=13 loss=0.116455 validation_macro_fmax=0.258274 validation_micro_fmax=0.290758
epoch=14 loss=0.102790 validation_macro_fmax=0.270583 validation_micro_fmax=0.324405
epoch=15 loss=0.100639 validation_macro_fmax=0.245113 validation_micro_fmax=0.302534
epoch=16 loss=0.078442 validation_macro_fmax=0.243117 validation_micro_fmax=0.276041
epoch=17 loss=0.076764 validation_macro_fmax=0.244400 validation_micro_fmax=0.290600
epoch=18 loss=0.062977 validation_macro_fmax=0.231209 validation_micro_fmax=0.265050
epoch=19 loss=0.064491 validation_macro_fmax=0.249519 validation_micro_fmax=0.285555
epoch=20 loss=0.054910 validation_macro_fmax=0.258090 validation_micro_fmax=0.299146
epoch=21 loss=0.048614 validation_macro_fmax=0.250372 validation_micro_fmax=0.290858
epoch=22 loss=0.048234 validation_macro_fmax=0.245371 validation_micro_fmax=0.278468
{"input_modality": "seq_only", "model": "Hybrid_JK", "ontology": "biological_process", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.15672171748828911, "Macro_AUROC": 0.6238714130587465, "Macro_Fmax": 0.23005303685778872, "Micro_AUPRC": 0.11702313410482731, "Micro_AUROC": 0.7322025253214324, "Micro_Fmax": 0.2212653903136789, "Smin": 92.40123789192577}}
