epoch=1 loss=1.079275 validation_macro_fmax=0.192686 validation_micro_fmax=0.074483
epoch=2 loss=0.852210 validation_macro_fmax=0.220094 validation_micro_fmax=0.120210
epoch=3 loss=0.766227 validation_macro_fmax=0.230633 validation_micro_fmax=0.130553
epoch=4 loss=0.700115 validation_macro_fmax=0.240674 validation_micro_fmax=0.198040
epoch=5 loss=0.619719 validation_macro_fmax=0.233377 validation_micro_fmax=0.194191
epoch=6 loss=0.517405 validation_macro_fmax=0.245909 validation_micro_fmax=0.196358
epoch=7 loss=0.411246 validation_macro_fmax=0.250920 validation_micro_fmax=0.258736
epoch=8 loss=0.315243 validation_macro_fmax=0.253089 validation_micro_fmax=0.278258
epoch=9 loss=0.241163 validation_macro_fmax=0.250751 validation_micro_fmax=0.292749
epoch=10 loss=0.194165 validation_macro_fmax=0.252551 validation_micro_fmax=0.296525
epoch=11 loss=0.147580 validation_macro_fmax=0.255256 validation_micro_fmax=0.304626
epoch=12 loss=0.131402 validation_macro_fmax=0.241531 validation_micro_fmax=0.279746
epoch=13 loss=0.110718 validation_macro_fmax=0.261859 validation_micro_fmax=0.305070
epoch=14 loss=0.098687 validation_macro_fmax=0.257544 validation_micro_fmax=0.304043
epoch=15 loss=0.092208 validation_macro_fmax=0.246236 validation_micro_fmax=0.277040
epoch=16 loss=0.072825 validation_macro_fmax=0.269399 validation_micro_fmax=0.298933
epoch=17 loss=0.074387 validation_macro_fmax=0.257105 validation_micro_fmax=0.289228
epoch=18 loss=0.059830 validation_macro_fmax=0.253483 validation_micro_fmax=0.275185
epoch=19 loss=0.056500 validation_macro_fmax=0.246208 validation_micro_fmax=0.265476
epoch=20 loss=0.044660 validation_macro_fmax=0.257887 validation_micro_fmax=0.303009
epoch=21 loss=0.055208 validation_macro_fmax=0.252658 validation_micro_fmax=0.292042
epoch=22 loss=0.053425 validation_macro_fmax=0.231416 validation_micro_fmax=0.280390
epoch=23 loss=0.051263 validation_macro_fmax=0.267983 validation_micro_fmax=0.302547
epoch=24 loss=0.032949 validation_macro_fmax=0.257120 validation_micro_fmax=0.313331
{"input_modality": "full", "model": "Hybrid_JK", "ontology": "biological_process", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.1727411013611816, "Macro_AUROC": 0.6497142262081632, "Macro_Fmax": 0.24114504554930571, "Micro_AUPRC": 0.15255541813436127, "Micro_AUROC": 0.7350133329426799, "Micro_Fmax": 0.23228430737882252, "Smin": 88.56845376898323}}
