epoch=1 loss=1.233249 validation_macro_fmax=0.084364 validation_micro_fmax=0.023793
epoch=2 loss=1.206136 validation_macro_fmax=0.084183 validation_micro_fmax=0.075712
epoch=3 loss=1.189284 validation_macro_fmax=0.081487 validation_micro_fmax=0.040218
epoch=4 loss=1.186494 validation_macro_fmax=0.082387 validation_micro_fmax=0.058087
epoch=5 loss=1.184998 validation_macro_fmax=0.082982 validation_micro_fmax=0.090367
epoch=6 loss=1.182255 validation_macro_fmax=0.084628 validation_micro_fmax=0.060950
epoch=7 loss=1.184010 validation_macro_fmax=0.088121 validation_micro_fmax=0.104707
epoch=8 loss=1.183307 validation_macro_fmax=0.087821 validation_micro_fmax=0.040555
epoch=9 loss=1.184126 validation_macro_fmax=0.087194 validation_micro_fmax=0.047806
epoch=10 loss=1.181237 validation_macro_fmax=0.089982 validation_micro_fmax=0.075588
epoch=11 loss=1.183144 validation_macro_fmax=0.090075 validation_micro_fmax=0.088548
epoch=12 loss=1.185736 validation_macro_fmax=0.089322 validation_micro_fmax=0.053562
epoch=13 loss=1.187342 validation_macro_fmax=0.087152 validation_micro_fmax=0.038983
epoch=14 loss=1.187492 validation_macro_fmax=0.090551 validation_micro_fmax=0.053658
epoch=15 loss=1.183318 validation_macro_fmax=0.090395 validation_micro_fmax=0.080785
epoch=16 loss=1.186651 validation_macro_fmax=0.087172 validation_micro_fmax=0.047719
epoch=17 loss=1.183355 validation_macro_fmax=0.086865 validation_micro_fmax=0.054993
epoch=18 loss=1.185452 validation_macro_fmax=0.086378 validation_micro_fmax=0.042449
epoch=19 loss=1.189272 validation_macro_fmax=0.087396 validation_micro_fmax=0.078134
epoch=20 loss=1.190349 validation_macro_fmax=0.087836 validation_micro_fmax=0.034493
epoch=21 loss=1.190690 validation_macro_fmax=0.084712 validation_micro_fmax=0.040638
epoch=22 loss=1.193575 validation_macro_fmax=0.081220 validation_micro_fmax=0.032495
{"input_modality": "struct_only", "model": "GCN", "ontology": "biological_process", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.03538006610029106, "Macro_AUROC": 0.552499980889896, "Macro_Fmax": 0.0841578879076649, "Micro_AUPRC": 0.03038168298618577, "Micro_AUROC": 0.7216248057353504, "Micro_Fmax": 0.08173970055299484, "Smin": 101.0556904085435}}
