epoch=1 loss=1.240014 validation_macro_fmax=0.064706 validation_micro_fmax=0.012308
epoch=2 loss=1.224209 validation_macro_fmax=0.063654 validation_micro_fmax=0.014139
epoch=3 loss=1.207833 validation_macro_fmax=0.064760 validation_micro_fmax=0.016299
epoch=4 loss=1.180007 validation_macro_fmax=0.068213 validation_micro_fmax=0.015373
epoch=5 loss=1.124197 validation_macro_fmax=0.060080 validation_micro_fmax=0.020373
epoch=6 loss=1.073465 validation_macro_fmax=0.075606 validation_micro_fmax=0.012562
epoch=7 loss=1.013209 validation_macro_fmax=0.077263 validation_micro_fmax=0.012717
epoch=8 loss=0.989432 validation_macro_fmax=0.066269 validation_micro_fmax=0.013850
epoch=9 loss=0.969052 validation_macro_fmax=0.070060 validation_micro_fmax=0.033945
epoch=10 loss=0.965925 validation_macro_fmax=0.090240 validation_micro_fmax=0.026024
epoch=11 loss=0.953017 validation_macro_fmax=0.069144 validation_micro_fmax=0.019515
epoch=12 loss=0.954295 validation_macro_fmax=0.054282 validation_micro_fmax=0.011372
epoch=13 loss=0.939882 validation_macro_fmax=0.061750 validation_micro_fmax=0.015047
epoch=14 loss=0.934181 validation_macro_fmax=0.074077 validation_micro_fmax=0.026923
epoch=15 loss=0.913538 validation_macro_fmax=0.061072 validation_micro_fmax=0.146264
epoch=16 loss=0.883599 validation_macro_fmax=0.078349 validation_micro_fmax=0.097852
epoch=17 loss=0.873811 validation_macro_fmax=0.079238 validation_micro_fmax=0.057379
epoch=18 loss=0.862859 validation_macro_fmax=0.083677 validation_micro_fmax=0.049531
{"input_modality": "struct_only", "model": "Hybrid", "ontology": "molecular_function", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.08020119430023669, "Macro_AUROC": 0.5711774305934513, "Macro_Fmax": 0.09066647699915449, "Micro_AUPRC": 0.0763497901120399, "Micro_AUROC": 0.5131687213709344, "Micro_Fmax": 0.024980976580322774, "Smin": 2050.475255176578}}
