epoch=1 loss=1.230794 validation_macro_fmax=0.179841 validation_micro_fmax=0.039098
epoch=2 loss=1.146703 validation_macro_fmax=0.171705 validation_micro_fmax=0.041088
epoch=3 loss=1.018390 validation_macro_fmax=0.176337 validation_micro_fmax=0.046855
epoch=4 loss=0.879215 validation_macro_fmax=0.177134 validation_micro_fmax=0.042954
epoch=5 loss=0.785076 validation_macro_fmax=0.176819 validation_micro_fmax=0.037489
epoch=6 loss=0.729638 validation_macro_fmax=0.184869 validation_micro_fmax=0.042885
epoch=7 loss=0.668792 validation_macro_fmax=0.185689 validation_micro_fmax=0.037639
epoch=8 loss=0.626725 validation_macro_fmax=0.191989 validation_micro_fmax=0.040901
epoch=9 loss=0.577672 validation_macro_fmax=0.193634 validation_micro_fmax=0.047077
epoch=10 loss=0.543924 validation_macro_fmax=0.194969 validation_micro_fmax=0.048844
epoch=11 loss=0.507077 validation_macro_fmax=0.196932 validation_micro_fmax=0.056758
epoch=12 loss=0.469016 validation_macro_fmax=0.199002 validation_micro_fmax=0.064013
epoch=13 loss=0.437035 validation_macro_fmax=0.197324 validation_micro_fmax=0.060641
epoch=14 loss=0.419747 validation_macro_fmax=0.205103 validation_micro_fmax=0.068495
epoch=15 loss=0.391688 validation_macro_fmax=0.214708 validation_micro_fmax=0.080931
epoch=16 loss=0.365628 validation_macro_fmax=0.212693 validation_micro_fmax=0.079794
epoch=17 loss=0.347567 validation_macro_fmax=0.213168 validation_micro_fmax=0.079217
epoch=18 loss=0.331208 validation_macro_fmax=0.213351 validation_micro_fmax=0.083686
epoch=19 loss=0.315918 validation_macro_fmax=0.217802 validation_micro_fmax=0.083922
epoch=20 loss=0.296377 validation_macro_fmax=0.215319 validation_micro_fmax=0.083213
epoch=21 loss=0.288268 validation_macro_fmax=0.216844 validation_micro_fmax=0.080441
epoch=22 loss=0.277900 validation_macro_fmax=0.223577 validation_micro_fmax=0.083411
epoch=23 loss=0.266655 validation_macro_fmax=0.222676 validation_micro_fmax=0.088386
epoch=24 loss=0.256115 validation_macro_fmax=0.224546 validation_micro_fmax=0.085098
epoch=25 loss=0.246970 validation_macro_fmax=0.226813 validation_micro_fmax=0.086890
epoch=26 loss=0.237839 validation_macro_fmax=0.225790 validation_micro_fmax=0.084207
epoch=27 loss=0.228742 validation_macro_fmax=0.228934 validation_micro_fmax=0.089515
epoch=28 loss=0.221565 validation_macro_fmax=0.229685 validation_micro_fmax=0.090085
epoch=29 loss=0.215823 validation_macro_fmax=0.232210 validation_micro_fmax=0.086891
epoch=30 loss=0.209916 validation_macro_fmax=0.234826 validation_micro_fmax=0.085857
epoch=31 loss=0.203634 validation_macro_fmax=0.239474 validation_micro_fmax=0.090586
epoch=32 loss=0.200242 validation_macro_fmax=0.244086 validation_micro_fmax=0.094391
epoch=33 loss=0.193642 validation_macro_fmax=0.240574 validation_micro_fmax=0.082790
epoch=34 loss=0.189194 validation_macro_fmax=0.247173 validation_micro_fmax=0.091875
epoch=35 loss=0.183996 validation_macro_fmax=0.244187 validation_micro_fmax=0.093992
epoch=36 loss=0.179184 validation_macro_fmax=0.243480 validation_micro_fmax=0.095813
epoch=37 loss=0.175026 validation_macro_fmax=0.248022 validation_micro_fmax=0.109464
epoch=38 loss=0.169530 validation_macro_fmax=0.246980 validation_micro_fmax=0.098645
epoch=39 loss=0.168017 validation_macro_fmax=0.247017 validation_micro_fmax=0.095434
epoch=40 loss=0.162066 validation_macro_fmax=0.243466 validation_micro_fmax=0.098733
epoch=41 loss=0.162363 validation_macro_fmax=0.241995 validation_micro_fmax=0.093849
epoch=42 loss=0.156424 validation_macro_fmax=0.248064 validation_micro_fmax=0.101551
epoch=43 loss=0.152374 validation_macro_fmax=0.245256 validation_micro_fmax=0.097991
epoch=44 loss=0.149600 validation_macro_fmax=0.248377 validation_micro_fmax=0.099219
epoch=45 loss=0.146282 validation_macro_fmax=0.246221 validation_micro_fmax=0.108422
epoch=46 loss=0.143555 validation_macro_fmax=0.247324 validation_micro_fmax=0.100691
epoch=47 loss=0.141302 validation_macro_fmax=0.244912 validation_micro_fmax=0.096041
epoch=48 loss=0.140863 validation_macro_fmax=0.242790 validation_micro_fmax=0.098896
epoch=49 loss=0.135126 validation_macro_fmax=0.247286 validation_micro_fmax=0.103938
epoch=50 loss=0.133571 validation_macro_fmax=0.248603 validation_micro_fmax=0.104000
epoch=51 loss=0.130367 validation_macro_fmax=0.250865 validation_micro_fmax=0.110928
epoch=52 loss=0.129735 validation_macro_fmax=0.244189 validation_micro_fmax=0.106948
epoch=53 loss=0.124491 validation_macro_fmax=0.248238 validation_micro_fmax=0.118199
epoch=54 loss=0.122322 validation_macro_fmax=0.247197 validation_micro_fmax=0.106875
epoch=55 loss=0.120859 validation_macro_fmax=0.248080 validation_micro_fmax=0.110762
epoch=56 loss=0.121340 validation_macro_fmax=0.247698 validation_micro_fmax=0.104380
epoch=57 loss=0.115438 validation_macro_fmax=0.247512 validation_micro_fmax=0.107686
epoch=58 loss=0.114236 validation_macro_fmax=0.247892 validation_micro_fmax=0.103915
epoch=59 loss=0.112109 validation_macro_fmax=0.249420 validation_micro_fmax=0.113596
{"input_modality": "seq_only", "model": "MLP", "ontology": "biological_process", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.16141186702098548, "Macro_AUROC": 0.7220435807755192, "Macro_Fmax": 0.25103387291908996, "Micro_AUPRC": 0.07115563257373142, "Micro_AUROC": 0.8202045632273676, "Micro_Fmax": 0.1418457282802802, "Smin": 99.2239074614596}}
