epoch=1 loss=1.248411 validation_macro_fmax=0.055755 validation_micro_fmax=0.010023
epoch=2 loss=1.219756 validation_macro_fmax=0.059246 validation_micro_fmax=0.009945
epoch=3 loss=1.179621 validation_macro_fmax=0.054228 validation_micro_fmax=0.009945
epoch=4 loss=1.149502 validation_macro_fmax=0.058732 validation_micro_fmax=0.009993
epoch=5 loss=1.107658 validation_macro_fmax=0.050521 validation_micro_fmax=0.009945
epoch=6 loss=1.100062 validation_macro_fmax=0.059154 validation_micro_fmax=0.009945
epoch=7 loss=1.090014 validation_macro_fmax=0.060301 validation_micro_fmax=0.009993
epoch=8 loss=1.092234 validation_macro_fmax=0.054893 validation_micro_fmax=0.010699
epoch=9 loss=1.091798 validation_macro_fmax=0.066118 validation_micro_fmax=0.013822
epoch=10 loss=1.097510 validation_macro_fmax=0.055528 validation_micro_fmax=0.009945
epoch=11 loss=1.094607 validation_macro_fmax=0.054041 validation_micro_fmax=0.009945
epoch=12 loss=1.110526 validation_macro_fmax=0.063298 validation_micro_fmax=0.009945
epoch=13 loss=1.088486 validation_macro_fmax=0.066686 validation_micro_fmax=0.010261
epoch=14 loss=1.100216 validation_macro_fmax=0.050683 validation_micro_fmax=0.011984
epoch=15 loss=1.089046 validation_macro_fmax=0.060574 validation_micro_fmax=0.009945
epoch=16 loss=1.067156 validation_macro_fmax=0.059386 validation_micro_fmax=0.010930
epoch=17 loss=1.080618 validation_macro_fmax=0.075872 validation_micro_fmax=0.015655
epoch=18 loss=1.074964 validation_macro_fmax=0.076892 validation_micro_fmax=0.016063
epoch=19 loss=1.084796 validation_macro_fmax=0.075011 validation_micro_fmax=0.013052
epoch=20 loss=1.046395 validation_macro_fmax=0.067674 validation_micro_fmax=0.015654
epoch=21 loss=1.039120 validation_macro_fmax=0.075064 validation_micro_fmax=0.011166
epoch=22 loss=1.072219 validation_macro_fmax=0.053040 validation_micro_fmax=0.009945
epoch=23 loss=1.026573 validation_macro_fmax=0.087432 validation_micro_fmax=0.013085
epoch=24 loss=1.025833 validation_macro_fmax=0.070750 validation_micro_fmax=0.009945
epoch=25 loss=1.017016 validation_macro_fmax=0.058066 validation_micro_fmax=0.017837
epoch=26 loss=1.029991 validation_macro_fmax=0.081044 validation_micro_fmax=0.018744
epoch=27 loss=1.041076 validation_macro_fmax=0.060490 validation_micro_fmax=0.012738
epoch=28 loss=1.023276 validation_macro_fmax=0.066536 validation_micro_fmax=0.019815
epoch=29 loss=1.010480 validation_macro_fmax=0.081402 validation_micro_fmax=0.017991
epoch=30 loss=1.015343 validation_macro_fmax=0.076877 validation_micro_fmax=0.024564
epoch=31 loss=0.992081 validation_macro_fmax=0.063772 validation_micro_fmax=0.020918
{"input_modality": "struct_only", "model": "Hybrid_JK", "ontology": "biological_process", "split_label": "nominal_30_identity_80_coverage", "test": {"Macro_AUPRC": 0.13679451190886097, "Macro_AUROC": 0.5284323017944732, "Macro_Fmax": 0.07851179738812711, "Micro_AUPRC": 0.09597357508042642, "Micro_AUROC": 0.541284987683957, "Micro_Fmax": 0.02006787111855492, "Smin": 4808.907186825549}}
