Epoch,Train_Loss,Valid_Micro_Fmax,Valid_Macro_Fmax,Valid_Smin,Valid_Macro_AUROC
1,0.007836485799822596,0.26547268188205053,0.24123847174914764,11.483694168837971,0.7031842550152977
2,0.0014755398581161514,0.4144749851191492,0.3819839538135551,9.985412797793362,0.8192179294790051
3,0.0010478165938499298,0.5006972004220408,0.49259219812170435,8.834836717298655,0.8728317924330141
4,0.0007090731305832843,0.5814300960012964,0.5584027171312437,7.556324306303739,0.9017876956397018
5,0.0005440791639250648,0.5681793329190318,0.5648962220685361,7.766165172073692,0.9024376741399279
6,0.0004187633926573177,0.6243243242747696,0.6016392442528701,6.856692587142292,0.9290658490639135
7,0.0003624014161754932,0.6321650834745884,0.6164960191560955,6.749543162973788,0.9151872403311515
8,0.0002855953475852265,0.6346344144637036,0.6479550465325065,6.61621792111038,0.9208478610980275
9,0.000261169478676775,0.6522673300420875,0.6158662949770947,6.341205148567394,0.8992662170171792
10,0.00022201739346869081,0.6788482834497366,0.676167961269633,5.951775295893507,0.9182777697651311
11,0.00022597294954547516,0.6745019027934563,0.674367096585012,5.990977442201409,0.910926983637165
12,0.0001659093433172484,0.6395532609341188,0.6424006261070259,6.830956203584822,0.9032008537652875
13,0.00022081352029453685,0.6485973422828722,0.6521101386127073,6.530611808395789,0.9106131781813478
14,0.00018492226541372652,0.6863611859339416,0.6727159186400414,5.806041401597587,0.9038775650143723
15,0.00014779270639666978,0.6706118802540689,0.6488705049401977,6.113061201762135,0.8983580607351708
16,0.0001441252415411519,0.6725565985145971,0.6816204531445196,6.045444684194172,0.9101804377190152
17,0.00012396579700010895,0.6686343511822272,0.6758659156897523,6.092360099474743,0.9104326615450907
18,0.00012145378632249726,0.6887040279712187,0.6951263007219836,5.8009811576733785,0.9029149594470656
19,0.00013001689498417523,0.6816620498117907,0.647109400334287,5.8068986313770825,0.9028528973268756
20,0.00014470578598008003,0.6970047293246944,0.6694420444537059,5.653159411091037,0.9043419904614216
21,0.00013397799983397166,0.6942723616499731,0.6876013059465985,5.6913512078794986,0.8990100358752995
22,0.00010661992453078124,0.6820599886318802,0.6630699208002918,5.906737203474714,0.9094784107195246
23,0.00010991208137451616,0.6861594038791233,0.669366891030506,5.836461277048683,0.9276802469163649
24,0.00012263540639046358,0.6841074103460176,0.6842008135183458,5.7914226951557,0.912382150748172
25,7.702339810468681e-05,0.6963971879994364,0.6953385548804922,5.6679476812604035,0.911298461332172
26,4.821394695718775e-05,0.7030451210883508,0.6999330506222753,5.546110299532708,0.9059778252215428
27,4.860402774739887e-05,0.7045126953710786,0.708253901421312,5.503127299182246,0.9054683449975309
28,4.512493855614711e-05,0.694881660205053,0.6984684930963465,5.691116178543414,0.9042393334714555
29,4.216093190441861e-05,0.6959104408918902,0.6992071750129999,5.683743496028011,0.9014567966618964
30,4.264325131642127e-05,0.692563817930331,0.6835635869505399,5.731756659018959,0.9153239477347582
31,4.5783811276239965e-05,0.6852873562725236,0.6771555706183552,5.818521033447348,0.9111622137418858
32,4.460613244897718e-05,0.6903966596577348,0.7035246912862806,5.779956340169275,0.9101162596113932
33,4.490396614222638e-05,0.6833004525445263,0.6763368535438992,5.850664045833798,0.9044138427911764
34,3.816387344239692e-05,0.6957460591166079,0.6967728062582386,5.686504044467853,0.9116657820693256
35,3.0290219361151198e-05,0.691523905448093,0.6965658099225384,5.756789054469472,0.9026155000502756
36,2.5249575594838684e-05,0.6886220697047643,0.6901162141116062,5.776120624675961,0.8974510675007075
37,2.580780903516651e-05,0.6899858341007677,0.6953557831385412,5.78776922534616,0.9054834892646356
38,2.4986079366131466e-05,0.6877601997846879,0.6923718173191704,5.827934573676954,0.9043186799839481
39,2.613245866380467e-05,0.681569143057815,0.6876181831991311,5.890933764116919,0.9008799113544983
40,2.0075059846326147e-05,0.6915533763711148,0.6896390224897846,5.736336752509248,0.902086148581479
41,2.0560691556258537e-05,0.6920438198020047,0.6884538083797331,5.730718925895379,0.9011165725919194
42,1.908750959335173e-05,0.689167974832663,0.6867401974139028,5.768393929238154,0.9066264334496149
