ontology,model,input_modality,checkpoint,split_label,bin_type,bin,examples,Micro_Fmax,Macro_Fmax,Macro_AUROC,Micro_AUROC,Macro_AUPRC,Micro_AUPRC,Smin
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,homology,<30%,26,0.2984615384194158,0.8918180961760712,0.8169934640522876,0.9596152314217777,0.7743075101331036,0.11217957788045783,31.923458944047358
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,homology,>=60%,31,0.2616033754819135,0.99999999995,1.0,0.9766440476818201,1.0,0.12014846013467241,30.054264070745674
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,homology,no_hit,612,0.15524216850708253,0.1632329057835474,0.6314120868352191,0.829263290196322,0.08236257031491852,0.054712350154774755,17.601495551488945
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,ic,2-4_bits,41,0.13538800218692945,0.6838207924147016,0.5834962337425391,0.9694223290492103,0.6170280072984979,0.04880533622909743,7.430291925801448
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,ic,4-6_bits,43,0.11239669418377966,0.49225569159143967,0.5733280371944282,0.728261988065841,0.313813046124656,0.03123292736513995,27.190488839302912
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,ic,<2_bits,100,0.1779359430387664,0.4107215939094685,0.08626482213438735,0.8220022254446673,0.32046373575056764,0.05477147932399029,3.1691624519430666
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,ic,>=6_bits,351,0.3789046652655373,0.3188781618734663,0.6588105059188503,0.870605946807664,0.22352837199531994,0.31199178815882345,45.85660956799376
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_2207/best_checkpoint.pt,nominal_30_identity_80_coverage,ic,no_positive_terms,219,0.0,0.0,nan,nan,0.0,0.5,0.33110599866196444
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_3301/best_checkpoint.pt,nominal_30_identity_80_coverage,homology,30-40%,80,0.0718144263880813,0.6426759529044693,0.578222133263253,0.6845597550323321,0.5742253077164279,0.030724170972561776,97.45315222760955
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_3301/best_checkpoint.pt,nominal_30_identity_80_coverage,homology,40-60%,5,0.29629629625788756,0.9629629629131687,0.0,0.7217335657099286,0.8597222222222222,0.07328836593426,1.707334041595459
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_3301/best_checkpoint.pt,nominal_30_identity_80_coverage,homology,<30%,26,0.10429447848555835,0.738357521666521,0.4963689179375454,0.8440691123997102,0.5186005558351479,0.034697404352675154,31.824695981465855
molecular_function,GAT,seq_only,/home/ganeshiny.sridharan/dgg/deep-green-GO/arc_tuning_cafa/ablations/nominal_30_identity_80_coverage/molecular_function/GAT/seq_only/seed_3301/best_checkpoint.pt,nominal_30_identity_80_coverage,homology,>=60%,31,0.19135802465324833,0.99999999995,1.0,0.6698131984264495,1.0,0.03849022699379014,30.164499698146695
