evaluation_split,ontology,model,input_modality,bin_type,bin,metric,examples_audit,audit_status,seed_replicates,mean,sd,median,minimum,maximum
test,biological_process,Hybrid,struct_only,ic,4-6_bits,Smin,16,ok,5,3889.431253200493,1759.3853179586085,4670.500177661881,1349.6131160195268,5566.123132308075
test,biological_process,Hybrid,struct_only,ic,>=6_bits,Smin,522,ok,5,3847.5072901558196,1742.3649334190736,4631.549063870593,1343.851742209082,5501.389416248268
test,biological_process,Hybrid,struct_only,ic,no_positive_terms,Smin,206,no positive terms,0,,,,,
test,biological_process,Hybrid_JK,full,homology,30-40%,Smin,80,ok,5,113.9982922386475,4.866463265849901,113.81915191051456,108.90597323232404,121.01019905245556
test,biological_process,Hybrid_JK,full,homology,40-60%,Smin,5,low support,5,9.267156294769249,0.0832733057028809,9.304397249221802,9.11819247695904,9.304397249221802
test,biological_process,Hybrid_JK,full,homology,<30%,Smin,26,ok,5,71.64519889004677,1.6873817617995501,71.63857625539487,69.25001286738829,74.02239245449984
test,biological_process,Hybrid_JK,full,homology,>=60%,Smin,31,ok,5,136.0419587082435,63.915008974625465,100.2344492506253,81.86510830264213,223.51479664481064
test,biological_process,Hybrid_JK,full,homology,no_hit,Smin,612,ok,5,88.71418932310094,1.2688605947759597,88.26212114907841,87.36349920583427,90.44481476959784
test,biological_process,Hybrid_JK,full,ic,2-4_bits,Smin,10,ok,5,11.023507215746118,0.4653325221432432,10.808560347557068,10.808560347557068,11.855643739850551
test,biological_process,Hybrid_JK,full,ic,4-6_bits,Smin,16,ok,5,26.263534131362444,3.6086881861771904,27.374150522265023,20.39558809308511,29.06587691605091
test,biological_process,Hybrid_JK,full,ic,>=6_bits,Smin,522,ok,5,130.3960613136839,5.211199443221995,128.0016506056126,126.6153111114226,139.2233319776359
test,biological_process,Hybrid_JK,full,ic,no_positive_terms,Smin,206,no positive terms,0,,,,,
test,biological_process,Hybrid_JK,seq_only,homology,30-40%,Smin,80,ok,5,113.94680177573525,5.4370270628840265,112.92617932335388,107.4867331641362,121.4367895162125
test,biological_process,Hybrid_JK,seq_only,homology,40-60%,Smin,5,low support,5,9.23756153631718,0.2287948597467141,9.304397249221802,8.840756320960722,9.433859612959775
test,biological_process,Hybrid_JK,seq_only,homology,<30%,Smin,26,ok,5,70.82151264280131,1.039750418755728,71.40551443487873,69.3421582929868,71.68474696290883
test,biological_process,Hybrid_JK,seq_only,homology,>=60%,Smin,31,ok,5,183.87278561852892,128.27881460849997,116.34939464433776,81.31718824832133,370.5873935004535
test,biological_process,Hybrid_JK,seq_only,homology,no_hit,Smin,612,ok,5,88.87378411110925,0.6788133632870689,88.92595024380863,87.82309801265046,89.48767931054294
test,biological_process,Hybrid_JK,seq_only,ic,2-4_bits,Smin,10,ok,5,10.854479461386575,0.6553928617133914,10.808560347557068,10.000768034869916,11.845948229391752
test,biological_process,Hybrid_JK,seq_only,ic,4-6_bits,Smin,16,ok,5,27.601136684082384,1.5126355492599246,27.475230290644312,25.522788077004662,29.06587691605091
test,biological_process,Hybrid_JK,seq_only,ic,>=6_bits,Smin,522,ok,5,129.82710610933322,2.1723824604043678,130.1380344870083,126.34070481464232,132.27338047196469
test,biological_process,Hybrid_JK,seq_only,ic,no_positive_terms,Smin,206,no positive terms,0,,,,,
test,biological_process,Hybrid_JK,struct_only,homology,30-40%,Smin,80,ok,5,4657.051541581112,2042.270182147835,4780.618023015722,2534.308262816736,7737.0718698384335
test,biological_process,Hybrid_JK,struct_only,homology,40-60%,Smin,5,low support,5,4705.020350981453,2046.155653933089,4842.326321749792,2573.30601895584,7789.951175544055
test,biological_process,Hybrid_JK,struct_only,homology,<30%,Smin,26,ok,5,4686.021998745605,2036.9656764991262,4840.000808906829,2558.5479624629584,7754.768608722251
test,biological_process,Hybrid_JK,struct_only,homology,>=60%,Smin,31,ok,5,4654.598279589181,2011.9761500181999,4763.907821663023,2557.073386473233,7686.635702284562
test,biological_process,Hybrid_JK,struct_only,homology,no_hit,Smin,612,ok,5,4672.347900837283,2044.3353974896938,4813.31849757995,2539.4670557330924,7754.563086435344
test,biological_process,Hybrid_JK,struct_only,ic,2-4_bits,Smin,10,ok,5,4664.392923481342,2056.5691456561794,4749.457910500804,2511.004981329409,7768.139189226757
test,biological_process,Hybrid_JK,struct_only,ic,4-6_bits,Smin,16,ok,5,4689.634452031643,2048.6150658394745,4821.386205549316,2554.508707377217,7779.340782030022
test,biological_process,Hybrid_JK,struct_only,ic,>=6_bits,Smin,522,ok,5,4662.774174962926,2038.474924382841,4804.743454043961,2535.2295132465592,7735.119241200869
test,biological_process,Hybrid_JK,struct_only,ic,no_positive_terms,Smin,206,no positive terms,0,,,,,
test,biological_process,MLP,full,homology,30-40%,Smin,80,ok,5,120.28598792618428,2.08077052741389,120.54032023249336,116.96977367050587,122.6288219674498
test,biological_process,MLP,full,homology,40-60%,Smin,5,low support,5,9.751148164188297,0.5316884910452486,9.49191677762104,9.304397249221802,10.327514772438423
test,biological_process,MLP,full,homology,<30%,Smin,26,ok,5,72.05844102641606,0.30896392126771577,72.09241830362755,71.63857625539487,72.48751728299743
test,biological_process,MLP,full,homology,>=60%,Smin,31,ok,5,154.8822280279784,20.000938585928164,145.87769771272332,137.4667369780208,178.1756699185756
test,biological_process,MLP,full,homology,no_hit,Smin,612,ok,5,91.95245674850572,0.2823159468352603,91.88383490955036,91.74612451267735,92.44527231487204
test,biological_process,MLP,full,ic,2-4_bits,Smin,10,ok,5,43.374654833267726,16.040127121352864,39.43482837934568,27.40996915678929,68.74483236214192
test,biological_process,MLP,full,ic,4-6_bits,Smin,16,ok,5,27.793807422528396,2.953245655553511,29.08515129873837,22.511354057926543,29.155199472855045
test,biological_process,MLP,full,ic,>=6_bits,Smin,522,ok,5,140.34033126742506,1.8666404288544383,141.04056226137803,137.052500104818,141.71158378705803
test,biological_process,MLP,full,ic,no_positive_terms,Smin,206,no positive terms,0,,,,,
test,biological_process,MLP,seq_only,homology,30-40%,Smin,80,ok,5,118.98697458598299,3.5307100637390545,120.36403799268987,113.74053605980365,122.53838164833792
test,biological_process,MLP,seq_only,homology,40-60%,Smin,5,low support,5,9.774981515035678,0.5088357950543408,9.49191677762104,9.304397249221802,10.327514772438423
test,biological_process,MLP,seq_only,homology,<30%,Smin,26,ok,5,72.30715725494058,0.7421181648848203,72.30954784993352,71.63857625539487,73.48346357302589
test,biological_process,MLP,seq_only,homology,>=60%,Smin,31,ok,5,145.73803715648182,14.189839150775958,140.49617851504044,136.87538648424845,170.8713875926561
test,biological_process,MLP,seq_only,homology,no_hit,Smin,612,ok,5,91.7794445480406,0.5303477424171417,91.76151057899185,91.00321023487382,92.47927004240064
test,biological_process,MLP,seq_only,ic,2-4_bits,Smin,10,ok,5,40.922057442965254,26.664148457541714,27.40996915678929,15.188191742491044,70.71421553220844
test,biological_process,MLP,seq_only,ic,4-6_bits,Smin,16,ok,5,27.21227428573726,2.716592271868642,29.06587691605091,23.17529648877304,29.15145536707111
test,biological_process,MLP,seq_only,ic,>=6_bits,Smin,522,ok,5,138.83189135930832,3.241422585609036,141.103241284906,135.20686590969729,141.3048688503471
test,biological_process,MLP,seq_only,ic,no_positive_terms,Smin,206,no positive terms,0,,,,,
test,biological_process,MLP,struct_only,homology,30-40%,Smin,80,ok,5,123.87412909811295,1.5816125947748014,124.5814477533102,121.04485447732392,124.5814477533102
test,biological_process,MLP,struct_only,homology,40-60%,Smin,5,low support,5,9.304397249221802,0.0,9.304397249221802,9.304397249221802,9.304397249221802
test,biological_process,MLP,struct_only,homology,<30%,Smin,26,ok,5,71.63857625539487,0.0,71.63857625539487,71.63857625539487,71.63857625539487
test,biological_process,MLP,struct_only,homology,>=60%,Smin,31,ok,5,225.98717311505348,0.0,225.98717311505348,225.98717311505348,225.98717311505348
test,biological_process,MLP,struct_only,homology,no_hit,Smin,612,ok,5,93.65154805935286,0.0,93.65154805935286,93.65154805935286,93.65154805935286
test,biological_process,MLP,struct_only,ic,2-4_bits,Smin,10,ok,5,10.808560347557068,0.0,10.808560347557068,10.808560347557068,10.808560347557068
test,biological_process,MLP,struct_only,ic,4-6_bits,Smin,16,ok,5,29.06587691605091,0.0,29.06587691605091,29.06587691605091,29.06587691605091
test,biological_process,MLP,struct_only,ic,>=6_bits,Smin,522,ok,5,144.78708705404011,0.18844437906874295,144.8713619423552,144.44998750077977,144.8713619423552
test,biological_process,MLP,struct_only,ic,no_positive_terms,Smin,206,no positive terms,0,,,,,
test,cellular_component,GAT,full,homology,30-40%,Smin,80,ok,5,27.007173724472523,0.0,27.007173724472523,27.007173724472523,27.007173724472523
test,cellular_component,GAT,full,homology,40-60%,Smin,5,low support,5,38.66498261699323,3.3914287502389104,40.38848477165687,32.90195016125214,40.86636939048767
