Epoch,Train_Loss,Valid_Micro_Fmax,Valid_Macro_Fmax,Valid_Smin,Valid_Macro_AUROC
1,0.11909902636562625,0.22549019603363307,0.18185725855856502,29.658667171105126,0.7085940046567505
2,0.0650215152785108,0.33061107230315145,0.26685301073260903,26.51855970156517,0.8024021920619058
3,0.05333004543608605,0.3988696776165644,0.39016987363512357,24.38849863543206,0.8666050461734114
4,0.04432584790896541,0.43624500810694095,0.47665423917490685,22.602779913766746,0.8953825039055517
5,0.0379892922313907,0.4925252716504672,0.5406191412465293,21.501346349390808,0.9102970069478818
6,0.03300590069372919,0.5160793798640149,0.5846921115911157,19.9731962646923,0.9229196254305467
7,0.029001542767995124,0.5286921707695569,0.6178834003481072,19.555468476434996,0.9307427275261377
8,0.025594589323563403,0.5516031264459041,0.6511073811390603,18.933172188257817,0.9357038071090957
9,0.023084292666658426,0.5768452443854437,0.6793829688909147,17.894034432417946,0.9414262101736024
10,0.020688124497307846,0.6047376663556413,0.698049904076254,17.066735413798526,0.9469703590611052
11,0.018579057665084196,0.6189959882408209,0.7126092086919281,16.52374930270055,0.9490812117309656
12,0.0169432957838093,0.6315623687029535,0.722165290621163,15.803005541348181,0.9517650874063095
13,0.015619829873653781,0.6535108828854286,0.7373253710769098,14.92952519662304,0.9521176941824621
14,0.014281980685540764,0.6736874236375371,0.7473995227475068,13.943356977205363,0.9542171530004293
15,0.01288760453173729,0.6809348341331074,0.7603208423971458,13.730435297489276,0.9574227948209382
16,0.012073175717323149,0.6750314940291839,0.763201073367047,13.84562361152658,0.9568135282652916
17,0.011342789658296751,0.6839145106363039,0.7681242187596923,13.376879932170501,0.9588003830997783
18,0.010487364687397614,0.7008363713852395,0.7863185277031673,12.811153549138856,0.958365819057836
19,0.009675242940990009,0.7122386158086205,0.7846051451183745,12.30955052381312,0.9606989757550484
20,0.00907315752698945,0.7130747495006429,0.7999510282172773,12.306478974605083,0.9623185959277412
21,0.008487952351697234,0.719498049090935,0.808044749295259,12.146363975556039,0.961908136769937
22,0.007916439998555217,0.7210300428684931,0.806622180765648,12.0526065376356,0.9640255874345576
23,0.007565864524890717,0.7272819266855665,0.8141187036215143,11.62587824474365,0.9631004706901728
24,0.0072266337369041745,0.7150940510282701,0.8136419706882005,12.015170895897372,0.9646171558759076
25,0.006679176368950531,0.7427381460419092,0.824635361516894,11.266470536346937,0.9637631342641441
26,0.006288527607326754,0.7331154135784262,0.8233444575924155,11.509309704441145,0.9652483650409103
27,0.006074554602417369,0.7534497254557295,0.8333300464371713,10.563255585468976,0.9659659776671007
28,0.005563645389349323,0.7408589813437617,0.8311031213793648,11.083737957359208,0.9664886702126304
29,0.005393534292271661,0.7452032602143539,0.838785020886805,11.045673345576647,0.9653989187317731
30,0.005080011848111293,0.7594108019141349,0.840415962602112,10.395076829537162,0.9678719590873867
31,0.004734681138396726,0.7580195257519856,0.8470148471526527,10.436479246065915,0.9677446519797741
32,0.004771401761281685,0.7672603561637739,0.8486815927155403,10.08543032026757,0.96785604955766
33,0.004425350719847353,0.7706085680868952,0.8502102641063229,9.989349348867364,0.9681413903834893
34,0.004169227238718499,0.7674756066550749,0.8544446791346121,10.195120353317352,0.9675017174937981
35,0.004002339576066832,0.7666567666067853,0.8558498615572571,10.147556934881841,0.9667135105993182
36,0.003994699515848335,0.7697338169429316,0.8516597714148703,10.099625613647833,0.9672728002721156
37,0.0036765169811599123,0.7730206433948547,0.8519594204919757,9.897149669425534,0.9677230451438267
38,0.0036301385990728766,0.7702950152095224,0.8511862788029418,9.99578461597222,0.967436347813384
39,0.0035022620816045455,0.7889225271225887,0.8666830380095422,9.186785800940443,0.9672540337599427
40,0.0034274411684990613,0.7797957437745855,0.8620832058732769,9.717718044491022,0.9672216442751417
41,0.0031703757656210683,0.7781869544978228,0.8640895432794601,9.620740225642837,0.9682893455718272
42,0.0029916654469976296,0.7797468353932422,0.8655818548417369,9.529362783055094,0.9666511799380995
43,0.0028361286497492894,0.7807182404133556,0.8650214831777774,9.581306034247755,0.968400153566684
44,0.0027626999561436863,0.7830053045953046,0.8667634272603609,9.427202207040828,0.9681669584356559
45,0.0029765054294388863,0.7790830234940115,0.8618259096673399,9.476364987756918,0.9660671590517698
46,0.002281493799302787,0.7986097318268871,0.8696280291555132,8.760798234095708,0.968855138437729
47,0.0020043725945779398,0.7887755101542098,0.8686818151446526,9.231154622943897,0.9690024048532923
48,0.0019532484603084093,0.8034368404686009,0.8736252466937164,8.585986828251295,0.9692371875935972
49,0.0018979802815588514,0.7980625186756966,0.8720419506796065,8.899836053774944,0.9692931590634581
50,0.0018966867147100495,0.7992858964051126,0.8721113306987595,8.829530427820787,0.9686165381045284
51,0.001888035372970308,0.7994311544018295,0.870388008679634,8.725672646740568,0.9684645233865694
52,0.0018553857910731362,0.7994204925313471,0.8699552949784463,8.716688467151581,0.96882095918984
53,0.0017422986999396743,0.8033044447324174,0.8683324778007631,8.585703535312456,0.968646886090658
54,0.001770792004612457,0.8067418053477893,0.8726712121503318,8.513780694730753,0.968433838227682
55,0.0014974458879232523,0.804933299723538,0.8713204663113285,8.570686088690534,0.9697573364435741
56,0.001451533010230046,0.8019212487617735,0.8724757767217122,8.666001018940687,0.9695791369041742
57,0.0014507648504632942,0.8107288982680078,0.8739784626482686,8.25842394522968,0.9694476565810707
58,0.0014154823021942295,0.8048334686747176,0.8732704426565009,8.54615037852222,0.9696701734526939
59,0.0014208575962189349,0.8057744066052512,0.8717917444271022,8.548970344301619,0.9696668269647037
60,0.0013901472914995448,0.8062111162029363,0.8735859429253984,8.491825569715138,0.9697228239308467
61,0.001426263038480941,0.8043774269509313,0.8732114742894133,8.5864305508567,0.969750070063221
62,0.001378448877866217,0.8070333182976108,0.87454519425475,8.442407492031437,0.9699171434931431
63,0.0013432986999656219,0.8064435187938355,0.8721520818931876,8.504135208100365,0.9699833288385434
64,0.0013506934105241833,0.8082184915561647,0.8735194336602818,8.408315132800245,0.9695979084728815
65,0.0013498527471216745,0.8075345586619246,0.8756898258610795,8.420697779333418,0.9693733718002339
66,0.0012945075169198154,0.8090035406683465,0.8749705854181306,8.38404945940469,0.9697787172079471
67,0.0012908299905207545,0.8076942242984669,0.8737765665594829,8.429685583071626,0.9689291957837541
68,0.0012542969481331306,0.8079436647760724,0.8747327153500468,8.431746812650676,0.9694085742822083
69,0.0012464850077963962,0.8104282294933735,0.8763236913972845,8.28885567107116,0.9693754856750254
70,0.0012249952878282467,0.806456587623024,0.8750019172300195,8.53242130269935,0.9698458122894057
71,0.0012553826639104188,0.8033811474911344,0.8759610391113455,8.56709879838394,0.9695190170969494
72,0.0012437362956622946,0.8018926788188026,0.8747302421895743,8.694713936992047,0.9692089301233846
73,0.0012022297629779182,0.8087594235103397,0.874874719452243,8.38690282209323,0.9694162605443666
74,0.0011739094530080014,0.8108733953691458,0.8747936699762454,8.276852063138765,0.9695068159000266
75,0.0012182219263384864,0.8073007711583986,0.8761352299206127,8.425252395438065,0.9692630089766637
76,0.0010850856815613275,0.8090277777279102,0.8746593278857161,8.390388534044476,0.9699965034411575
77,0.0010404297583419442,0.8090886139364459,0.8743577679684414,8.41249046815337,0.9695233069723614
78,0.001058802061700005,0.8093400811245759,0.8764326330572235,8.371574883174326,0.9700223118425945
79,0.001051266366598848,0.8082107212177962,0.8739871201484546,8.427669982076667,0.9701928569549305
80,0.0010415586032968237,0.8104775008419326,0.8750647144617743,8.31994055466626,0.9699175668351867
