epoch,train_loss,validation_micro_fmax,validation_macro_fmax,validation_micro_aupr,validation_macro_aupr,validation_micro_auroc,validation_macro_auroc,validation_smin,validation_micro_fmax_threshold,validation_rare_term_micro_fmax_train_count_1_to_10,rare_term_count,brier_score,expected_calibration_error_10_bins,threshold_sensitivity
1,0.5692758851929715,0.02034531402104269,0.15885057693894447,0.008211969601696893,0.0942712246274287,0.6092738139762305,0.6285494313449951,18.982559010246177,0.6958263516426086,0.006451984561286911,508,0.26471301913261414,0.49504467426734416,"[{'threshold': 0.1, 'micro_f1': 0.00935202231835278}, {'threshold': 0.2, 'micro_f1': 0.009388757752359193}, {'threshold': 0.3, 'micro_f1': 0.009550586396451502}, {'threshold': 0.4, 'micro_f1': 0.01033748085209377}, {'threshold': 0.5, 'micro_f1': 0.012376144605479075}, {'threshold': 0.6, 'micro_f1': 0.01537373371290283}, {'threshold': 0.7, 'micro_f1': 0.019967494775946133}, {'threshold': 0.8, 'micro_f1': 0.016772823779193202}, {'threshold': 0.9, 'micro_f1': 0.005092946269416856}]"
2,0.46162150376721434,0.04502852485690471,0.20468187710083588,0.014221744722010777,0.13452991307318354,0.6434822569126409,0.6547785252991226,18.951743141655857,0.794732928276062,0.006535008976638247,508,0.2611921429634094,0.49263682281536736,"[{'threshold': 0.1, 'micro_f1': 0.009351541147032027}, {'threshold': 0.2, 'micro_f1': 0.009363220281678769}, {'threshold': 0.3, 'micro_f1': 0.009562394425675675}, {'threshold': 0.4, 'micro_f1': 0.010359013070879629}, {'threshold': 0.5, 'micro_f1': 0.013018760367503941}, {'threshold': 0.6, 'micro_f1': 0.019042358892605867}, {'threshold': 0.7, 'micro_f1': 0.028963165393688834}, {'threshold': 0.8, 'micro_f1': 0.04346866725507501}, {'threshold': 0.9, 'micro_f1': 0.017708069820389572}]"
3,0.4328699187228554,0.06342721995221812,0.22436574693174727,0.021871240146182795,0.15565317110875815,0.646925202352084,0.6664502695533613,18.811800342662554,0.7919408679008484,0.017553956834445574,508,0.2574044167995453,0.48988802345046095,"[{'threshold': 0.1, 'micro_f1': 0.009351400325768052}, {'threshold': 0.2, 'micro_f1': 0.00935084569592743}, {'threshold': 0.3, 'micro_f1': 0.009528485682327796}, {'threshold': 0.4, 'micro_f1': 0.010254999865648122}, {'threshold': 0.5, 'micro_f1': 0.01304764342775105}, {'threshold': 0.6, 'micro_f1': 0.02072674981333481}, {'threshold': 0.7, 'micro_f1': 0.03867520237024496}, {'threshold': 0.8, 'micro_f1': 0.0619246861924686}, {'threshold': 0.9, 'micro_f1': 0.02650356778797145}]"
4,0.4165824758379083,0.08397914611757931,0.2415759247998576,0.029060956373489624,0.17433444340945434,0.6440169471116675,0.6721664139802315,18.804116967426513,0.8137755393981934,0.02678571428562173,508,0.2536123991012573,0.48654921843516474,"[{'threshold': 0.1, 'micro_f1': 0.009351341651493116}, {'threshold': 0.2, 'micro_f1': 0.009339697492538065}, {'threshold': 0.3, 'micro_f1': 0.009422563304161392}, {'threshold': 0.4, 'micro_f1': 0.010095971903556234}, {'threshold': 0.5, 'micro_f1': 0.01324994613288676}, {'threshold': 0.6, 'micro_f1': 0.02242954440453658}, {'threshold': 0.7, 'micro_f1': 0.043668122270742356}, {'threshold': 0.8, 'micro_f1': 0.0782349433512224}, {'threshold': 0.9, 'micro_f1': 0.029752899646999488}]"
5,0.4006986341978374,0.11832946635681182,0.255656749727072,0.04442395882639329,0.19194014436918663,0.6612060856000672,0.6760184808482894,18.575100945889854,0.8107029795646667,0.027229407760043532,508,0.24892723560333252,0.482738619283535,"[{'threshold': 0.1, 'micro_f1': 0.009351083493430274}, {'threshold': 0.2, 'micro_f1': 0.009336055195745034}, {'threshold': 0.3, 'micro_f1': 0.009449517928364874}, {'threshold': 0.4, 'micro_f1': 0.010037657056222603}, {'threshold': 0.5, 'micro_f1': 0.013795217657878603}, {'threshold': 0.6, 'micro_f1': 0.026328676842882873}, {'threshold': 0.7, 'micro_f1': 0.05485851575013347}, {'threshold': 0.8, 'micro_f1': 0.11312451462593838}, {'threshold': 0.9, 'micro_f1': 0.04182413706223229}]"
6,0.3865320469203748,0.12990196078386015,0.2746239990190095,0.05588987902243783,0.21106785951017196,0.6655331406121999,0.6849484748390385,18.20901477049206,0.8305697441101074,0.05052125100218447,508,0.2415771186351776,0.4751680708263933,"[{'threshold': 0.1, 'micro_f1': 0.009336271414445119}, {'threshold': 0.2, 'micro_f1': 0.009335779557740424}, {'threshold': 0.3, 'micro_f1': 0.00936028023093591}, {'threshold': 0.4, 'micro_f1': 0.010209536724342508}, {'threshold': 0.5, 'micro_f1': 0.014112404816041263}, {'threshold': 0.6, 'micro_f1': 0.02870559374628136}, {'threshold': 0.7, 'micro_f1': 0.06173652256601565}, {'threshold': 0.8, 'micro_f1': 0.1180050271199894}, {'threshold': 0.9, 'micro_f1': 0.05814536340852129}]"
7,0.36941957442384016,0.13054227789634493,0.27452869022838855,0.0609325470355786,0.20970838960716529,0.6571553173896478,0.6755585436938268,18.022071572123437,0.8148942589759827,0.051085568326625495,508,0.23286756873130798,0.4663734693597777,"[{'threshold': 0.1, 'micro_f1': 0.009351036557132047}, {'threshold': 0.2, 'micro_f1': 0.009335288675171985}, {'threshold': 0.3, 'micro_f1': 0.009342315215661203}, {'threshold': 0.4, 'micro_f1': 0.010326843070967222}, {'threshold': 0.5, 'micro_f1': 0.014888989151442097}, {'threshold': 0.6, 'micro_f1': 0.03250743310208127}, {'threshold': 0.7, 'micro_f1': 0.07148815482148815}, {'threshold': 0.8, 'micro_f1': 0.12419825072886295}, {'threshold': 0.9, 'micro_f1': 0.0628298567479266}]"
8,0.34756063850302443,0.14372928658597442,0.28645247310317984,0.07586406990008632,0.22444254850017029,0.6665289628210298,0.6825713130789234,17.874880783876197,0.8116153478622437,0.0742390497398042,508,0.2184244841337204,0.4508369278601257,"[{'threshold': 0.1, 'micro_f1': 0.009351224305152082}, {'threshold': 0.2, 'micro_f1': 0.009321254425642899}, {'threshold': 0.3, 'micro_f1': 0.009449432980604357}, {'threshold': 0.4, 'micro_f1': 0.010482767654421611}, {'threshold': 0.5, 'micro_f1': 0.016926348682782866}, {'threshold': 0.6, 'micro_f1': 0.03952629763532072}, {'threshold': 0.7, 'micro_f1': 0.09347050612624722}, {'threshold': 0.8, 'micro_f1': 0.140227309108372}, {'threshold': 0.9, 'micro_f1': 0.06837173968093187}]"
9,0.32126901745796205,0.15079846371501127,0.28754807615516326,0.08065780898247579,0.2211795492468833,0.6639981362763498,0.6946983373420567,17.56557372792794,0.8301677107810974,0.08919382504238516,508,0.19898748397827148,0.42751151865350273,"[{'threshold': 0.1, 'micro_f1': 0.009331614924058273}, {'threshold': 0.2, 'micro_f1': 0.009258168357283207}, {'threshold': 0.3, 'micro_f1': 0.0095178855286672}, {'threshold': 0.4, 'micro_f1': 0.011379301595893133}, {'threshold': 0.5, 'micro_f1': 0.019419073479799227}, {'threshold': 0.6, 'micro_f1': 0.04677993884563251}, {'threshold': 0.7, 'micro_f1': 0.10763680096211665}, {'threshold': 0.8, 'micro_f1': 0.14519906323185008}, {'threshold': 0.9, 'micro_f1': 0.07400049664762849}]"
10,0.2894600538831008,0.16473942657958915,0.292380722417442,0.09124987896576045,0.2293210926889078,0.6516088359127827,0.6800912988705528,17.533113479267495,0.7750193476676941,0.07784431137688436,508,0.18099886178970337,0.40594247196147454,"[{'threshold': 0.1, 'micro_f1': 0.009347272248089256}, {'threshold': 0.2, 'micro_f1': 0.009271879506366766}, {'threshold': 0.3, 'micro_f1': 0.009217566508712362}, {'threshold': 0.4, 'micro_f1': 0.012289622995577208}, {'threshold': 0.5, 'micro_f1': 0.022714836387514138}, {'threshold': 0.6, 'micro_f1': 0.058386211807082575}, {'threshold': 0.7, 'micro_f1': 0.12225126864524063}, {'threshold': 0.8, 'micro_f1': 0.1592523364485981}, {'threshold': 0.9, 'micro_f1': 0.08335413027202394}]"
