epoch,train_loss,validation_micro_fmax,validation_micro_fmax_threshold,validation_rare_term_micro_fmax_train_count_1_to_10,rare_term_count,brier_score,expected_calibration_error_10_bins,threshold_sensitivity
1,0.9228417807155185,0.09788905906589647,0.927967369556427,0.33823529411717956,979,0.2333545833826065,0.4517001705341049,"[{'threshold': 0.1, 'micro_f1': 0.009928066394320485}, {'threshold': 0.2, 'micro_f1': 0.009994153872068885}, {'threshold': 0.3, 'micro_f1': 0.01067415649790173}, {'threshold': 0.4, 'micro_f1': 0.013108608576867362}, {'threshold': 0.5, 'micro_f1': 0.018159250736174398}, {'threshold': 0.6, 'micro_f1': 0.026459880447693453}, {'threshold': 0.7, 'micro_f1': 0.0401086781083553}, {'threshold': 0.8, 'micro_f1': 0.0605496775414308}, {'threshold': 0.9, 'micro_f1': 0.08454004405079901}]"
2,0.6108667227641615,0.14504193389196549,0.9011315107345581,0.42944785276039893,979,0.1206061840057373,0.2978991263929531,"[{'threshold': 0.1, 'micro_f1': 0.010221613362419333}, {'threshold': 0.2, 'micro_f1': 0.010783756863326171}, {'threshold': 0.3, 'micro_f1': 0.014612304444996276}, {'threshold': 0.4, 'micro_f1': 0.02322415908673168}, {'threshold': 0.5, 'micro_f1': 0.03779646228285873}, {'threshold': 0.6, 'micro_f1': 0.05868812503626903}, {'threshold': 0.7, 'micro_f1': 0.08647404080246097}, {'threshold': 0.8, 'micro_f1': 0.111800799086758}, {'threshold': 0.9, 'micro_f1': 0.14442964313258078}]"
3,0.3351868693790739,0.18613683895979038,0.8831016421318054,0.3862068965513092,979,0.05010595545172691,0.15672509629533915,"[{'threshold': 0.1, 'micro_f1': 0.01315953335426069}, {'threshold': 0.2, 'micro_f1': 0.02336477297652994}, {'threshold': 0.3, 'micro_f1': 0.03868452062131762}, {'threshold': 0.4, 'micro_f1': 0.057417578237916295}, {'threshold': 0.5, 'micro_f1': 0.07531733439111464}, {'threshold': 0.6, 'micro_f1': 0.09787645168286768}, {'threshold': 0.7, 'micro_f1': 0.12198357548957675}, {'threshold': 0.8, 'micro_f1': 0.15151974915288524}, {'threshold': 0.9, 'micro_f1': 0.18554197360964944}]"
4,0.18175242644138437,0.25016059465871393,0.957801878452301,0.4172876304020228,979,0.028648197650909424,0.09235817778755637,"[{'threshold': 0.1, 'micro_f1': 0.025516936085763595}, {'threshold': 0.2, 'micro_f1': 0.04859915130158573}, {'threshold': 0.3, 'micro_f1': 0.06883905590229296}, {'threshold': 0.4, 'micro_f1': 0.0900868858289721}, {'threshold': 0.5, 'micro_f1': 0.11169977924944813}, {'threshold': 0.6, 'micro_f1': 0.13149220027513173}, {'threshold': 0.7, 'micro_f1': 0.15785308295560832}, {'threshold': 0.8, 'micro_f1': 0.18861316790074045}, {'threshold': 0.9, 'micro_f1': 0.22765403529071446}]"
5,0.10929827855298758,0.19953838135608973,0.9092561602592468,0.4220183486235133,979,0.017451593652367592,0.047110773305401324,"[{'threshold': 0.1, 'micro_f1': 0.0528719106584183}, {'threshold': 0.2, 'micro_f1': 0.08207313309506506}, {'threshold': 0.3, 'micro_f1': 0.10641498304084943}, {'threshold': 0.4, 'micro_f1': 0.12403655145013906}, {'threshold': 0.5, 'micro_f1': 0.13303780830390968}, {'threshold': 0.6, 'micro_f1': 0.148673269950641}, {'threshold': 0.7, 'micro_f1': 0.15785068630733176}, {'threshold': 0.8, 'micro_f1': 0.179757343550447}, {'threshold': 0.9, 'micro_f1': 0.1976819523432438}]"
6,0.09869626251162675,0.21477321814214007,0.975615918636322,0.42488619119843934,979,0.019778333604335785,0.046088407793989906,"[{'threshold': 0.1, 'micro_f1': 0.0538762691903706}, {'threshold': 0.2, 'micro_f1': 0.07916849710712516}, {'threshold': 0.3, 'micro_f1': 0.09495548961424333}, {'threshold': 0.4, 'micro_f1': 0.10795075930277417}, {'threshold': 0.5, 'micro_f1': 0.12039057506226719}, {'threshold': 0.6, 'micro_f1': 0.13127777777777777}, {'threshold': 0.7, 'micro_f1': 0.1514569883091956}, {'threshold': 0.8, 'micro_f1': 0.17432576295244853}, {'threshold': 0.9, 'micro_f1': 0.20154854079809412}]"
7,0.0797106674305661,0.22285223367656404,0.967875599861145,0.42944785276039893,979,0.017611626535654068,0.04100377310422555,"[{'threshold': 0.1, 'micro_f1': 0.06059864561476488}, {'threshold': 0.2, 'micro_f1': 0.08644044276976613}, {'threshold': 0.3, 'micro_f1': 0.10467904157305065}, {'threshold': 0.4, 'micro_f1': 0.12211318093671035}, {'threshold': 0.5, 'micro_f1': 0.13450764525993883}, {'threshold': 0.6, 'micro_f1': 0.14897094430992736}, {'threshold': 0.7, 'micro_f1': 0.16003572890691875}, {'threshold': 0.8, 'micro_f1': 0.179924872806809}, {'threshold': 0.9, 'micro_f1': 0.2112278902845424}]"
8,0.0515966215639045,0.27004363823009825,0.9291216135025024,0.42944785276039893,979,0.011671190150082111,0.027499659072275435,"[{'threshold': 0.1, 'micro_f1': 0.07702535170778159}, {'threshold': 0.2, 'micro_f1': 0.11243889190657251}, {'threshold': 0.3, 'micro_f1': 0.134649074176738}, {'threshold': 0.4, 'micro_f1': 0.14679481629001068}, {'threshold': 0.5, 'micro_f1': 0.16732780382257484}, {'threshold': 0.6, 'micro_f1': 0.19205653457375435}, {'threshold': 0.7, 'micro_f1': 0.2145635855569558}, {'threshold': 0.8, 'micro_f1': 0.24187393078036581}, {'threshold': 0.9, 'micro_f1': 0.2681986180298891}]"
9,0.047521861516451706,0.27770743648138774,0.9278517961502075,0.42944785276039893,979,0.01155704166740179,0.022375331382540133,"[{'threshold': 0.1, 'micro_f1': 0.0905727552519544}, {'threshold': 0.2, 'micro_f1': 0.11869508060610254}, {'threshold': 0.3, 'micro_f1': 0.13145129773098232}, {'threshold': 0.4, 'micro_f1': 0.14921850263377565}, {'threshold': 0.5, 'micro_f1': 0.16123150291044253}, {'threshold': 0.6, 'micro_f1': 0.1782136365557763}, {'threshold': 0.7, 'micro_f1': 0.19911751280620785}, {'threshold': 0.8, 'micro_f1': 0.23164924865499967}, {'threshold': 0.9, 'micro_f1': 0.27046932539371615}]"
10,0.036626834673659195,0.26088429612019653,0.9729718565940857,0.42944785276039893,979,0.010690064169466496,0.013140414794857745,"[{'threshold': 0.1, 'micro_f1': 0.11927916301792875}, {'threshold': 0.2, 'micro_f1': 0.14712020960078157}, {'threshold': 0.3, 'micro_f1': 0.16912352244234424}, {'threshold': 0.4, 'micro_f1': 0.1834327114188626}, {'threshold': 0.5, 'micro_f1': 0.20165735771912532}, {'threshold': 0.6, 'micro_f1': 0.21473877482891005}, {'threshold': 0.7, 'micro_f1': 0.22717276986327564}, {'threshold': 0.8, 'micro_f1': 0.23637463564868283}, {'threshold': 0.9, 'micro_f1': 0.2453129125957222}]"
11,0.030153091105006673,0.254325734687904,0.9800227880477905,0.42944785276039893,979,0.010995089076459408,0.014895859663778814,"[{'threshold': 0.1, 'micro_f1': 0.09842835838017666}, {'threshold': 0.2, 'micro_f1': 0.12133106546295085}, {'threshold': 0.3, 'micro_f1': 0.13052164261931187}, {'threshold': 0.4, 'micro_f1': 0.14296507999080188}, {'threshold': 0.5, 'micro_f1': 0.15525528935316604}, {'threshold': 0.6, 'micro_f1': 0.16697732888291647}, {'threshold': 0.7, 'micro_f1': 0.1869582745414231}, {'threshold': 0.8, 'micro_f1': 0.20710401480967255}, {'threshold': 0.9, 'micro_f1': 0.23339464541181276}]"
12,0.03308764980642726,0.28824049513665323,0.9537032842636108,0.42944785276039893,979,0.009397001005709171,0.014829843458442085,"[{'threshold': 0.1, 'micro_f1': 0.10511439707238701}, {'threshold': 0.2, 'micro_f1': 0.1382123241639823}, {'threshold': 0.3, 'micro_f1': 0.16423535132506686}, {'threshold': 0.4, 'micro_f1': 0.18017419545320343}, {'threshold': 0.5, 'micro_f1': 0.1943505762065679}, {'threshold': 0.6, 'micro_f1': 0.2097046833051606}, {'threshold': 0.7, 'micro_f1': 0.2295175563802455}, {'threshold': 0.8, 'micro_f1': 0.24892248524633642}, {'threshold': 0.9, 'micro_f1': 0.2738263463652064}]"
13,0.031123045979747698,0.28306551297859184,0.94935542345047,0.42944785276039893,979,0.009684635326266289,0.01441623372088308,"[{'threshold': 0.1, 'micro_f1': 0.10749974015946785}, {'threshold': 0.2, 'micro_f1': 0.13651191969887078}, {'threshold': 0.3, 'micro_f1': 0.15132002575660014}, {'threshold': 0.4, 'micro_f1': 0.15944674576985185}, {'threshold': 0.5, 'micro_f1': 0.1760622281699565}, {'threshold': 0.6, 'micro_f1': 0.19717759656233214}, {'threshold': 0.7, 'micro_f1': 0.2159238181101031}, {'threshold': 0.8, 'micro_f1': 0.2385260949383687}, {'threshold': 0.9, 'micro_f1': 0.26900584795321636}]"
