ontology,model,input,metric,seeds,mean,sd,median,q1,q3,minimum,maximum
cellular_component,GAT,seq_only,Macro_Fmax,5,0.2322749275041291,0.07356700957893023,0.22069799540868665,0.18407622563788717,0.22106888716496373,0.17680834331947737,0.35872318598963066
cellular_component,GAT,seq_only,Micro_AUPRC,5,0.09244937088945042,0.049077253685402805,0.07600636807533055,0.06560616168466192,0.08281146043147919,0.059120101622211596,0.17870276263356882
cellular_component,GAT,seq_only,Micro_AUROC,5,0.6887669810715742,0.07231945019980576,0.6679317351430845,0.6634267501411258,0.6972847744746139,0.6099675139792572,0.8052241316197892
cellular_component,GAT,seq_only,Micro_Fmax,5,0.17203023731554526,0.07456104652389389,0.13633853717375094,0.1327726043462154,0.16365523520211211,0.12458368944813729,0.30280112040751056
cellular_component,GAT,seq_only,Smin,5,29.456427223456007,0.6610709650718217,29.591268199759643,29.58163267940114,29.87423444516805,28.308212090077234,29.92678870287396
cellular_component,GAT,struct_only,Macro_AUPRC,5,0.09155712964703544,0.002401260513231321,0.09283882243462808,0.08929146139847086,0.09304293470811452,0.08866474877281065,0.09394768092115309
cellular_component,GAT,struct_only,Macro_AUROC,5,0.5028690616321809,0.011543722409996435,0.5044124743739266,0.49924076893310126,0.5087547297935056,0.485547587925897,0.5163897471344742
cellular_component,GAT,struct_only,Macro_Fmax,5,0.16652840795491683,0.002333925484243836,0.16627531554652814,0.16465568134881103,0.16784083397377805,0.1640921829080937,0.1697780259973733
cellular_component,GAT,struct_only,Micro_AUPRC,5,0.10492156293828306,0.06609569202454574,0.08488079510999366,0.05219421603032427,0.14847140756378016,0.04217013339942421,0.196891262587893
cellular_component,GAT,struct_only,Micro_AUROC,5,0.7003006099985385,0.060552040216954546,0.7295274706175451,0.6644347520623752,0.7349746138239439,0.6123562448660689,0.760209968622759
cellular_component,GAT,struct_only,Micro_Fmax,5,0.2243171279898722,0.09804079699116908,0.2214270789469664,0.13607623813405986,0.2836500312769804,0.12483149879751154,0.3556007927938427
cellular_component,GAT,struct_only,Smin,5,29.763933292047682,0.3638346750739521,29.926645105255062,29.926645105255062,29.926645105255062,29.113086039218157,29.926645105255062
cellular_component,GCN,full,Macro_AUPRC,5,0.15991735667863816,0.0075194414275928535,0.15978744993205155,0.15787416914538605,0.16166169223826457,0.14967128951604516,0.17059218256144343
cellular_component,GCN,full,Macro_AUROC,5,0.5871529296260737,0.014102055315827741,0.5848849573524716,0.5803039704205076,0.5895254531019152,0.5716168348043599,0.6094334324511139
cellular_component,GCN,full,Macro_Fmax,5,0.24549280572868365,0.011936188487867058,0.24244012445243548,0.23941120442083078,0.2474516066230303,0.23336423378483978,0.26479685936228187
cellular_component,GCN,full,Micro_AUPRC,5,0.09263749790044662,0.006466155483983961,0.08939329163930829,0.08862603745297273,0.09513123580121205,0.08717399718294357,0.10286292742579647
cellular_component,GCN,full,Micro_AUROC,5,0.7342625501668406,0.00853287372277052,0.7371351161536135,0.7262566886883401,0.7378281269874991,0.7249233646656212,0.7451694543391292
cellular_component,GCN,full,Micro_Fmax,5,0.1876111650237788,0.015601038576183895,0.18341932919984608,0.17900558114919138,0.19006117846217116,0.17250673851597206,0.2130629977917134
cellular_component,GCN,full,Smin,5,29.73279438150464,0.1309962157799837,29.761826503419524,29.67156362497278,29.822382996580192,29.539213006654474,29.868985775896224
cellular_component,GCN,seq_only,Macro_AUPRC,5,0.19923481758343747,0.03413764244750052,0.22026367812962772,0.16332768541971332,0.22405869617641475,0.16061460027276786,0.22790942791866375
cellular_component,GCN,seq_only,Macro_AUROC,5,0.6057113866697621,0.016830718979078528,0.6100162569611226,0.5961279853973778,0.6148296693242626,0.5822021153781535,0.6253809062878937
cellular_component,GCN,seq_only,Macro_Fmax,5,0.2850915939112807,0.03502473684873809,0.30717218956032283,0.24932463687448492,0.3109449452572025,0.24438377765893443,0.3136324202054589
cellular_component,GCN,seq_only,Micro_AUPRC,5,0.12026411714973673,0.02868750949792929,0.13617836129561622,0.0939868795836753,0.14323500455704163,0.084455973333834,0.14346436697851644
