trial,ontology,learning_rate,weight_decay,dropout,hidden_dim,batch_size,gradient_clip,patience,loss,focal_gamma,validation_micro_fmax,validation_macro_fmax,validation_micro_aupr,validation_macro_aupr,validation_micro_auroc,validation_macro_auroc,validation_smin
trial_033,cellular_component,0.0027705153087256443,4.5960195338023743e-07,0.2,128,64,0.5,9,Focal,3.0,0.45227931087006773,0.4194350341760455,0.3222751720765196,0.32093257005246884,0.8241371157692841,0.6502823175879506,32.048100093324315
trial_033,molecular_function,0.0027705153087256443,4.5960195338023743e-07,0.2,128,64,0.5,9,Focal,3.0,0.2760151697340426,0.3301542616645993,0.2096440175381728,0.24612530096937288,0.8979224218259476,0.778352785790201,27.152810161952004
trial_034,biological_process,0.0004128269539431168,0.000597538950912109,0.0,512,32,5.0,8,BCE,,0.3226261913162306,0.28127457769000186,0.24891744450102748,0.2217987326085067,0.7897394876782058,0.6656214867342228,39.338416541276395
trial_034,cellular_component,0.0004128269539431168,0.000597538950912109,0.0,512,32,5.0,8,BCE,,0.43902439024340917,0.34800393813240177,0.34927676821418385,0.27017357766057437,0.795135257629701,0.6576342216179154,28.62741588547184
trial_034,molecular_function,0.0004128269539431168,0.000597538950912109,0.0,512,32,5.0,8,BCE,,0.37995924727266694,0.34259409170548116,0.2846236967665833,0.2756100142286373,0.7803332345681964,0.7496946394376842,25.122417595278577
trial_035,biological_process,0.0003493547910080384,0.0006220349210377709,0.0,256,32,5.0,9,BCE,,0.274890336301512,0.2881954934641131,0.21415711683782176,0.21381430039663038,0.8048434859961502,0.6878724438630731,41.63521014126974
trial_035,cellular_component,0.0003493547910080384,0.0006220349210377709,0.0,256,32,5.0,9,BCE,,0.45711113167341677,0.3505262540402956,0.39347289085388787,0.27923190162928035,0.7614063760088517,0.6850023093273139,28.559982610280667
trial_035,molecular_function,0.0003493547910080384,0.0006220349210377709,0.0,256,32,5.0,9,BCE,,0.3654390934839599,0.3378138698849183,0.28054089244442215,0.2654390473144382,0.777980596924631,0.7420061868099725,24.766061753293684
trial_036,biological_process,0.0017191305740823345,3.436940900365306e-05,0.4,128,64,1.0,10,Focal,2.0,0.13953808083544703,0.2574605953115496,0.08005910888925497,0.18114124375511137,0.8614739263215132,0.7231743614583079,47.54524746744465
trial_036,cellular_component,0.0017191305740823345,3.436940900365306e-05,0.4,128,64,1.0,10,Focal,2.0,0.4570804129921992,0.3544917923993436,0.41708553396540154,0.2860236299584058,0.8432352485765114,0.6791594895417753,30.221490755775868
trial_036,molecular_function,0.0017191305740823345,3.436940900365306e-05,0.4,128,64,1.0,10,Focal,2.0,0.2971453287192234,0.33205004209859373,0.2519463149606411,0.26846872745966593,0.8532192623619679,0.7023972487191122,26.369367738654272
trial_037,biological_process,0.0022125796473720662,7.05402203329558e-07,0.1,128,32,1.0,10,Focal,1.0,0.11045506053507592,0.24594935926069483,0.06255945911626913,0.15640060097034633,0.822396246519684,0.6874797160044733,48.22205764771983
trial_037,cellular_component,0.0022125796473720662,7.05402203329558e-07,0.1,128,32,1.0,10,Focal,1.0,0.4515790323878398,0.3708729134306793,0.36177074683815347,0.280927256714759,0.8140497477051267,0.6083432062993438,29.770332103404456
trial_037,molecular_function,0.0022125796473720662,7.05402203329558e-07,0.1,128,32,1.0,10,Focal,1.0,0.23798198198154188,0.30475072045927404,0.18425753246432536,0.22952659204550918,0.8754811487977969,0.7108136583854651,26.946322492940798
trial_038,biological_process,9.797689898677196e-05,3.416407231298862e-05,0.4,512,64,5.0,9,Focal,1.0,0.1990493166959014,0.2796876955249727,0.13642856536760972,0.19617856267353587,0.7169363963080257,0.6988265393593031,44.677506075521485
trial_038,cellular_component,9.797689898677196e-05,3.416407231298862e-05,0.4,512,64,5.0,9,Focal,1.0,0.4711509715989024,0.38003813003913256,0.3969509772353166,0.27881840044125655,0.7717278468131119,0.7034369626493953,27.76654445167851
